wavelength,modeidx,neff,ng,loss,polarization,beta_ang
1550,2,1.479027730692235+1.853727925089151e-13i,1.596823078246430-6.917527954311113e-11i,6.526922703091451e-06,0.9997667702078791,6031.460218216128
1551,1,1.478970884799353+6.480723884500363e-14i,1.592271421531638+3.287202359867261e-11i,2.280373029991061e-06,0.9999127006752863,6027.339794917080
1551,2,1.478951476293336+2.240196281554305e-13i,1.597524850410264-5.187208010617043e-11i,7.882581133506417e-06,0.9997352242547670,6027.260698254750
1552,1,1.478898068698988+4.782002934330765e-14i,1.591571896662074+1.992451097969422e-11i,1.681559723609071e-06,0.9999315236690757,6023.159639021998
1552,2,1.478874896389269+2.530262241366028e-13i,1.597865156147546-3.973244375458871e-11i,8.897499925615119e-06,0.9997161267207745,6023.065264349671
1553,1,1.478825628160190+3.736477612555974e-14i,1.591089865851528+1.234096932640905e-11i,1.313061610104517e-06,0.9999427293970430,6018.986395034866
1553,2,1.478798176189591+2.759482446404343e-13i,1.597986557573916-3.255271281757090e-11i,9.697289372094583e-06,0.9997046534851945,6018.874662431370
1554,1,1.478753456190440+3.080302482804229e-14i,1.590729182322723+7.818820593978756e-12i,1.081773969168187e-06,0.9999496411098747,6014.819614420892
1554,2,1.478721422168829+2.955566660914379e-13i,1.597985756297623-2.880257981562922e-11i,1.037967893012835e-05,0.9996974792942745,6014.689316256106
1555,1,1.478681492927308+2.657205619765296e-14i,1.590437095862482+5.193622469303408e-12i,9.325861131584372e-07,0.9999541063701509,6010.659041377101
1555,2,1.478644693673664+3.134199699560101e-13i,1.597916013613030-2.677911326563736e-11i,1.099994330108812e-05,0.9996927549366058,6010.509456921161
1556,1,1.478609703889052+2.362597121396370e-14i,1.590185431051198+3.517378422352014e-12i,8.286559501511594e-07,0.9999571216714174,6006.504523861197
1556,2,1.478568024670595+3.303136111712523e-13i,1.597805839160945-2.588062130497437e-11i,1.158540052529987e-05,0.9996894828850389,6006.335211828714
1557,1,1.478538068290133+2.173236855928824e-14i,1.590206433513932+2.417384680128701e-12i,7.617502832438989e-07,0.9999592381744470,6002.355965823358
1557,2,1.478491435431906+3.469961962033249e-13i,1.597895468013086-2.562700495286641e-11i,1.216270789911061e-05,0.9996871113644811,6002.166652459852
1558,1,1.478466255210497+2.034317496010392e-14i,1.590242348515693+1.727586946057994e-12i,7.125994063577209e-07,0.9999607641020739,5998.212013229022
1558,2,1.478414650886954+3.636463463433111e-13i,1.597966943499230-2.574387247170433e-11i,1.273813802597675e-05,0.9996853333349537,5998.002651891000
1559,1,1.478394574606623+1.934949554121584e-14i,1.590041232343341+1.183214592987510e-12i,6.773571308583202e-07,0.9999619037081398,5994.073913918311
1559,2,1.478337968323020+3.804320797663866e-13i,1.597803580551167-2.617404433003999e-11i,1.331757623800208e-05,0.9996839427682749,5993.844406685439
1560,1,1.478323020613894+1.869867150419973e-14i,1.589847576715750+8.051639804109043e-13i,6.541544935534964e-07,0.9999627745401373,5989.941632872361
1560,2,1.478261393087561+3.976933948291369e-13i,1.597633212172386-2.676519520663174e-11i,1.391290933292209e-05,0.9996828219775445,5989.691927442246
