gap/L_lower,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5
0.1,8092.031132417803,5976.502487512251,5979.659844417150,5982.595562917138,5985.328563026979,5987.876080642553,5990.253785800311,5992.475907825168,5994.555360181605,5996.503860651350,5998.332044462562
0.2,5972.505445201737,8091.019603235533,8091.019603235533,5981.997275115112,5984.730003840627,5987.277268828812,5989.654738552155,5991.876640919047,5993.955888101787,5995.904196722799,5997.732200951576
0.3,5971.908102182415,5975.307124108595,5978.463852542951,5981.398987311420,5984.131444657619,5986.678457018626,5989.055691304728,5991.277374014870,5993.356416026296,5995.304532798858,5997.132357445537
0.4,5971.310759165792,5974.709442410994,5977.865856610289,5980.800699520449,5983.532885477942,5986.079645211977,5988.456644067185,5990.678107112699,8089.603462386328,5994.704868879548,5996.532513944447
