wavl,"AS(0.00,0.50)","AS(0.00,0.70)","AS(0.00,0.90)","AS(0.00,1.10)","AS(0.00,1.30)","AS(0.00,1.50)"
1.629145728643216,-820.5259729693271,-911.966244718728,-908.5192998086366,-853.3037590868307,-783.4691802622891,-715.3692630798027
1.6306532663316582,-818.8685946252142,-910.0827975868888,-906.8677738673288,-851.9543065721862,-782.3680987545714,-714.4385080444017
1.6321608040201006,-816.0653748447695,-907.78523480226,-905.365555872581,-851.0337603436565,-781.8318867813866,-714.1197808038671
1.6336683417085427,-812.8097479470773,-905.3192454716598,-903.915585853665,-850.276062351988,-781.5130128058769,-714.0379437547451
1.6351758793969848,-809.515696478786,-902.8314838356102,-902.4598808813588,-849.5223314373134,-781.2039539359049,-713.9689934204655
1.6366834170854272,-806.2060154509584,-900.3299713121562,-900.9951596159248,-848.763716871596,-780.8931768604857,-713.9004898036117
1.6381909547738691,-802.901935482895,-897.8382133038212,-899.5453843699245,-848.0232488088802,-780.6020861732266,-713.8518894315037
1.6396984924623117,-799.7827101963309,-895.5545866674413,-898.3127175186562,-847.4951924887725,-780.5112278771012,-713.987318990339
1.6412060301507536,-797.0570764833693,-893.7100950642147,-897.5325692601727,-847.4057614928261,-780.8308399309434,-714.4978971147871
1.642713567839196,-794.6193209089652,-892.1877650141132,-897.0857490963706,-847.640428322386,-781.4544844356676,-715.2868629627939
1.644221105527638,-792.2423070316246,-890.7362538766423,-896.7161397512032,-847.9530904958901,-782.153441126784,-716.1462928734231
1.6457286432160805,-789.8549970560107,-889.2769609813703,-896.3436539135334,-848.2667953570543,-782.85619317769,-717.0111715891176
1.6472361809045226,-787.4568970232401,-887.8088517633335,-895.9668956926985,-848.5800278023094,-783.5612307088941,-717.8800655883742
1.6487437185929648,-785.0207170492592,-886.1317341584853,-895.2622643336085,-848.5211466997337,-783.8881640949346,-718.3869931907709
1.650251256281407,-782.4525046404143,-883.5551411644369,-893.1135161278673,-846.8081527849106,-782.5247987877397,-717.2694582882148
1.6517587939698493,-779.7019398098714,-879.7095040616225,-888.9232137097736,-842.7549008986318,-778.7688318453816,-713.8517577911019
1.6532663316582914,-776.8517506711632,-875.2037656729601,-883.6759100322747,-837.492177191445,-773.777696040057,-709.2474900638099
1.6547738693467335,-773.9781637078295,-870.5990522881059,-878.2788515542297,-832.0619805907172,-768.6179452176765,-704.4828164243206
1.6562814070351757,-771.0910977265517,-865.9688258259888,-872.8508624703825,-826.6007993486689,-763.4292899662211,-699.6921575067652
1.657788944723618,-768.1863525860864,-861.3428730208868,-867.4456079943195,-821.1716175175568,-758.2766226305324,-694.9380107325617
1.6592964824120602,-765.1782094463624,-857.3431072275575,-863.182052368164,-817.087299345761,-754.5124328796634,-691.5229217806908
1.6608040201005023,-761.9137380904508,-855.079644741641,-862.0574890813116,-816.6912237818206,-754.5508225142435,-691.7718446809342
1.662311557788945,-758.3994029318721,-854.5048076588353,-863.9862162397901,-819.8828600726657,-758.2882347619113,-695.5850483179477
1.6638190954773868,-754.7875366749945,-854.5113756754023,-866.9763020277469,-824.3251608434648,-763.3171057389645,-700.6438780495346
1.665326633165829,-751.1553550138221,-854.5377557342081,-870.0174563171097,-828.8328064826171,-768.4163545586528,-705.7723471629658
1.666834170854271,-747.505529146618,-854.5638226279318,-873.0735474578116,-833.3634253784869,-773.5423386446594,-710.9284262007134
1.6683417085427137,-744.0190398731978,-854.5218796572485,-875.9030125759637,-837.6063979241344,-778.3670373798152,-715.795767265657
1.6698492462311556,-741.8593224879048,-853.9772564064513,-876.9538118492271,-839.5658631082654,-780.7827366667348,-718.3416519800502
1.671356783919598,-742.1662052018308,-852.5041003311247,-874.7053944273458,-837.2864539861487,-778.7244860550459,-716.5746040535065
1.67286432160804,-744.122110669503,-850.4077035904938,-870.2481546977212,-832.1704155195562,-773.6731297629165,-711.9227794846103
1.6743718592964822,-746.4224225869555,-848.175280687107,-865.3221387441799,-826.4554289543928,-767.9917716514535,-706.6652023824727
1.6758793969849246,-748.7372560745678,-845.9299572327434,-860.3672174305684,-820.7071818624397,-762.2778123436788,-701.3780188304155
1.6773869346733667,-751.053379694233,-843.6735177435712,-855.3951008810633,-814.9409376113842,-756.547070069744,-696.076024302426
1.6788944723618089,-752.0192451492258,-841.5911029493927,-851.6049082341513,-810.7175518023037,-752.41566364903,-692.2696832531749
1.6804020100502512,-747.8115256740203,-840.2066086161071,-852.3890261157064,-812.4527393323604,-754.4556391817487,-694.2321463712248
1.6819095477386934,-736.9904874874528,-839.717261256726,-859.024822770106,-821.8092084480777,-764.3885739580744,-703.5724423223654
1.6834170854271355,-723.0782192579254,-839.640274094354,-868.3869241038053,-834.7188525149804,-778.002347557464,-716.3538121435652
1.684924623115578,-708.8215057069993,-839.5991150577693,-878.0379015305958,-848.0090268642168,-792.0120027613724,-729.5060476389417
1.68643216080402,-694.4899582811395,-839.5567464128463,-887.7383808778596,-861.36817701433,-806.0949611107092,-742.7276565548818
1.6879396984924622,-680.4071066202476,-839.242950198728,-896.8564141075299,-874.0633292343318,-819.5358379773597,-755.3784630960063
1.6894472361809043,-671.1641328271679,-834.8260018572848,-896.4286326266661,-875.6977982784516,-822.1873124357537,-758.3779308977502
1.690954773869347,-673.748652297063,-820.4742686008781,-872.8132893231027,-850.4483933116533,-798.6057076912834,-737.9059715314487
1.6924623115577888,-686.7152022305515,-797.3938190669645,-828.8319085146626,-801.5878633226421,-751.9852882859805,-696.8210385094206
1.6939698492462312,-702.8972040980839,-771.5651949034664,-778.4749232833772,-745.3439042711216,-698.164553277584,-649.2965364966796
1.695477386934673,-719.2307204976094,-745.5451388790232,-727.7234855310214,-688.6541538290776,-643.9147569072362,-601.3918611932855
1.6969849246231157,-735.6529217248712,-719.3858634997661,-676.6999078176555,-631.6605138883721,-589.3744070987766,-553.2309599684359
