wavl,"AS( double 3.00,0.00)"
1.5194144144144144,-526.4784192484738
1.5195045045045044,-526.0885634835549
1.5195945945945946,-525.698609928645
1.5196846846846843,-525.3085586764095
1.5197747747747747,-524.9184098279859
1.5198648648648647,-524.5269627261641
1.519954954954955,-524.1054080938187
1.520045045045045,-523.599710628102
1.520135135135135,-523.0098334548375
1.520225225225225,-522.3897709565665
1.5203153153153153,-521.7683282155706
1.5204054054054053,-521.1467051821999
1.5204954954954957,-520.5249022147281
1.5205855855855854,-519.9029195457272
1.5206756756756756,-519.2807567370147
1.5207657657657656,-518.6584137611527
1.5208558558558558,-518.0358909688323
1.5209459459459458,-517.413187924434
1.521036036036036,-516.7903044780953
1.521126126126126,-516.1672408517571
1.5212162162162162,-515.5439972624752
1.521306306306306,-514.9205734141951
1.5213963963963963,-514.2969690116167
1.5214864864864863,-513.6731844111922
1.5215765765765763,-513.0492193173174
1.5216666666666665,-512.4250738226822
1.5217567567567567,-511.8007481545884
1.521846846846847,-511.17624161955837
1.5219369369369369,-510.55155430840375
1.5220270270270269,-509.9266869827783
1.522117117117117,-509.30163920395074
1.522207207207207,-508.6764102823561
1.5222972972972972,-508.05100071421884
1.5223873873873872,-507.4254107128652
1.5224774774774774,-506.7996398582213
1.5225675675675674,-506.17368811214294
1.5226576576576576,-505.54755556663855
1.5227477477477476,-504.9212423220165
1.5228378378378378,-504.2947480756315
1.5229279279279275,-503.6680727917573
1.523018018018018,-503.0412168259395
1.523108108108108,-502.4141797502823
1.523198198198198,-501.7869614038232
1.523288288288288,-501.1595621460448
1.5233783783783783,-500.5319817979675
1.5234684684684685,-499.90422032367707
1.5235585585585585,-499.27627781867557
1.5236486486486485,-498.648153729319
1.5237387387387389,-498.0198484229852
1.5238288288288286,-497.3913622317252
1.5239189189189188,-496.7626943421397
1.5240090090090088,-496.1338451316149
1.524099099099099,-495.5048147938086
1.524189189189189,-494.87560265241854
1.5242792792792792,-494.246209082052
1.5243693693693692,-493.6166342757908
1.5244594594594594,-492.98687781788215
1.5245495495495494,-492.35693968539545
1.5246396396396396,-491.7268198313866
1.5247297297297295,-491.0965184771079
1.5248198198198195,-490.466035721201
1.5249099099099097,-489.8550176220452
1.525,-489.36171785564824
1.52509009009009,-489.0647892030564
1.52518018018018,-488.88570843674904
1.5252702702702703,-488.72626019438707
1.5253603603603605,-488.56679701163046
1.5254504504504505,-488.40731899829336
1.5255405405405404,-488.24782651765344
1.5256306306306306,-488.08831904794994
1.5257207207207206,-487.92879682895966
1.5258108108108108,-487.76926009727504
1.5259009009009008,-487.609708321505
1.525990990990991,-487.45014136724836
1.526081081081081,-487.2905599742938
1.5261711711711712,-487.13096387729155
1.5262612612612612,-486.971352559692
1.5263513513513514,-486.81172635911577
1.5264414414414411,-486.652085403267
1.5265315315315315,-486.4924295640061
1.5266216216216215,-486.3327586763388
1.5267117117117115,-486.1730726016941
1.5268018018018017,-486.0133718311348
1.526891891891892,-485.8536562253556
1.526981981981982,-485.69392513497263
1.527072072072072,-485.5341791705713
1.527162162162162,-485.37441845492265
1.5272522522522525,-485.21464245066494
1.5273423423423422,-485.0548513966218
1.5274324324324324,-484.89504528707823
1.5275225225225224,-484.7352238449906
1.5276126126126126,-484.57538743696733
1.5277027027027026,-484.41553604396444
1.5277927927927928,-484.25566926752765
1.5278828828828828,-484.0957873476817
1.527972972972973,-483.9358902768461
1.528063063063063,-483.7759780255659
1.5281531531531531,-483.61605044733585
1.5282432432432431,-483.4561075457741
1.528333333333333,-483.2961497935522
1.5284234234234233,-483.13617654429333
1.5285135135135135,-482.97618766775634
1.5286036036036037,-482.8161838867884
1.5286936936936937,-482.6561646899504
1.5287837837837837,-482.4961299448346
1.528873873873874,-482.336080245358
1.5289639639639638,-482.17601495184135
1.529054054054054,-482.0159340614561
1.529144144144144,-481.8558380444801
1.5292342342342342,-481.6957263874657
1.5293243243243242,-481.5355994568795
1.5294144144144144,-481.3754570996037
1.5295045045045044,-481.2152989325418
1.5295945945945946,-481.0551256884151
1.5296846846846843,-480.8949369683902
1.5297747747747747,-480.7347323922203
1.5298648648648647,-480.56058019298894
1.529954954954955,-480.0380617177641
1.530045045045045,-478.5399520132758
1.530135135135135,-476.06582817246186
1.530225225225225,-473.2424400659768
1.5303153153153153,-470.4041568450794
1.5304054054054053,-467.5649130146247
1.5304954954954957,-464.72470757843263
1.5305855855855854,-461.8835406576784
1.5306756756756756,-459.0414126196859
1.5307657657657656,-456.1983225907836
1.5308558558558558,-453.35427057498777
1.5309459459459458,-450.50925706006603
1.531036036036036,-447.6632814196654
1.531126126126126,-444.8163435281192
1.5312162162162162,-441.968443503355
1.5313063063063062,-439.11958073167483
1.5313963963963964,-436.26975557397145
1.5314864864864863,-433.41896789655385
1.5315765765765763,-430.5672172112108
1.5316666666666665,-427.71450363546353
1.5317567567567567,-424.86082703440223
1.531846846846847,-422.006187286195
1.5319369369369369,-419.15058414452255
1.5320270270270269,-416.2940173528835
1.532117117117117,-413.4364872723285
1.532207207207207,-410.5779936537324
1.5322972972972972,-407.7185357633031
1.5323873873873872,-404.8581140833968
1.5324774774774774,-401.99672848022686
1.5325675675675674,-399.13437846447346
1.5326576576576576,-396.2710641540434
1.5327477477477476,-393.4067854171488
1.5328378378378378,-390.54154212659273
1.5329279279279278,-387.6753341556349
1.533018018018018,-384.8081611392972
1.533108108108108,-381.94002306779157
1.533198198198198,-379.07092016721083
1.533288288288288,-376.2008519591244
1.5333783783783783,-373.32981831385473
1.5334684684684683,-370.45781910066614
1.5335585585585585,-367.5848543169044
1.5336486486486485,-364.71092418475513
1.533738738738739,-361.8360278635454
1.5338288288288286,-358.9601651178524
1.5339189189189189,-356.08333664024667
1.5340090090090088,-353.2055421824799
1.534099099099099,-350.3267809198205
1.534189189189189,-347.4470531861259
1.5342792792792792,-344.5663590862821
1.5343693693693692,-341.6846980321932
1.5344594594594594,-338.80207001192144
1.5345495495495494,-335.9184750130525
1.5346396396396396,-333.0339129035772
1.5347297297297295,-330.14838340850827
1.5348198198198195,-327.2618866247579
1.53490990990991,-324.32818697931117
1.535,-321.11606298355247
1.53509009009009,-317.440420937581
1.53518018018018,-313.48605107455313
1.5352702702702703,-309.48408676467517
1.5353603603603605,-305.4807632016114
1.5354504504504505,-301.476080441754
1.5355405405405405,-297.4700382002536
1.5356306306306309,-293.4626364124486
1.5357207207207206,-289.45387502418833
1.5358108108108108,-285.44375351645783
1.5359009009009008,-281.4322719389856
1.535990990990991,-277.4194301294293
1.536081081081081,-273.4052276807174
1.5361711711711712,-269.38966487192226
1.5362612612612612,-265.37274119513353
1.5363513513513514,-261.35445613360014
1.5364414414414411,-257.33481030125967
1.5365315315315315,-253.31380341187247
1.5366216216216215,-249.291434515042
1.5367117117117115,-245.26770399313705
1.5368018018018017,-241.24261188721994
1.536891891891892,-237.2161574728902
1.536981981981982,-233.1883410270006
1.537072072072072,-229.15916237347557
1.537162162162162,-225.12862088717776
1.5372522522522525,-221.0967167325095
1.5373423423423422,-217.0634496294386
1.5374324324324324,-213.0288197267585
1.5375225225225224,-208.99282663763273
1.5376126126126126,-204.95546953098273
1.5377027027027026,-200.9167493183155
1.5377927927927928,-196.87666550663903
1.5378828828828828,-192.83521727388893
1.537972972972973,-188.7924053041421
1.538063063063063,-184.74822899415324
1.5381531531531532,-180.70268785153934
1.5382432432432431,-176.6557825551498
1.538333333333333,-172.60751250906657
1.5384234234234233,-168.55787700717627
1.5385135135135135,-164.50687661399155
1.5386036036036037,-160.45451105536034
1.5386936936936937,-156.40077983983122
1.5387837837837837,-152.34568289869554
1.538873873873874,-148.28922005923647
1.5389639639639638,-144.231391454736
1.539054054054054,-140.17219660598187
1.539144144144144,-136.1116350364477
1.5392342342342342,-132.0497072813945
1.5393243243243242,-127.98641296126527
1.5394144144144144,-123.92175140103456
1.5395045045045044,-119.85572283025192
1.5395945945945946,-115.78832707386078
1.5396846846846846,-111.7195640622985
1.5397747747747748,-107.64943341653822
1.5398648648648647,-103.54786014214392
1.539954954954955,-98.69296121246356
1.540045045045045,-91.73079494038808
1.5401351351351351,-82.66045285320257
1.540225225225225,-72.83485927811006
1.5403153153153153,-62.97579139688946
1.5404054054054053,-53.11332693020415
1.5404954954954957,-43.24746576739324
1.5405855855855854,-33.37820702005342
1.5406756756756756,-23.50555036295532
1.5407657657657656,-13.629495865660488
1.5408558558558558,-3.7500428358112003
1.5409459459459458,6.1328094245768625
1.541036036036036,16.01906113709515
1.541126126126126,25.908712614306523
1.5412162162162162,35.80176417892915
1.5413063063063062,45.69821633981405
1.5413963963963964,55.59806977266726
1.5414864864864863,65.50132461226838
1.5415765765765763,75.407981100558
1.5416666666666663,85.31804018464686
1.5417567567567567,95.23150190769013
1.5418468468468467,105.14836642417367
1.541936936936937,115.06863485111569
1.5420270270270269,124.99230706173591
1.542117117117117,134.91938339056094
1.542207207207207,144.84986468506884
1.5422972972972973,154.7837511708509
1.5423873873873872,164.72104326250349
1.5424774774774774,174.6617411215783
1.5425675675675674,184.60584540894877
1.5426576576576576,194.55335669859005
1.5427477477477476,204.50427507213965
1.5428378378378378,214.4586009443443
1.5429279279279278,224.4163349676012
1.543018018018018,234.37747755106773
1.543108108108108,244.34202886649155
1.543198198198198,254.3099894009024
1.543288288288288,264.2813596449522
1.5433783783783783,274.2561399424279
1.5434684684684683,284.2343309235381
1.5435585585585585,294.215932687978
1.5436486486486485,304.2009456572641
1.543738738738739,314.189370543887
1.5438288288288289,324.1812074537743
1.5439189189189189,334.17645709066426
1.5440090090090088,344.17511957860074
1.544099099099099,354.17719518791057
1.544189189189189,364.1826848976767
1.5442792792792792,374.1915888297349
1.5443693693693692,384.20390718923807
1.5444594594594594,394.2196406644915
1.5445495495495494,404.2387894856772
1.5446396396396396,414.2613541315402
1.5447297297297298,424.2873352990889
1.5448198198198198,434.31673290745107
1.5449099099099095,444.26380356752895
1.545,453.69974841990506
1.54509009009009,462.2813119195325
1.54518018018018,470.3511901638906
1.5452702702702703,478.3380230190328
1.5453603603603605,486.3275547475671
1.5454504504504505,494.31978596106205
1.5455405405405405,502.3147165803541
1.5456306306306309,510.3123468824399
1.5457207207207206,518.3126776995261
1.5458108108108108,526.3157089667022
1.5459009009009008,534.3214409569857
1.545990990990991,542.3298743703435
1.546081081081081,550.3410091182452
1.5461711711711712,558.3548456853548
1.5462612612612612,566.3713846432611
1.5463513513513514,574.3906259702537
1.5464414414414414,582.4125701390594
1.5465315315315316,590.4372174337695
1.5466216216216215,598.4645681402042
1.5467117117117115,606.4946228058354
1.5468018018018015,614.5273815323449
1.546891891891892,622.5628446934461
1.546981981981982,630.6010127409095
1.547072072072072,638.6418858344009
1.547162162162162,646.6854643487945
1.5472522522522525,654.7317486460986
1.5473423423423422,662.7807390135308
1.5474324324324324,670.8324358577004
1.5475225225225224,678.8868394955748
1.5476126126126126,686.943950083994
1.5477027027027026,695.0037681236654
1.5477927927927928,703.0662939666367
1.5478828828828828,711.1315277539404
1.547972972972973,719.1994699952447
1.548063063063063,727.270120956143
1.5481531531531532,735.3434808837919
1.5482432432432431,743.4195502110992
1.5483333333333331,751.4983292370018
1.548423423423423,759.5798183150432
1.5485135135135135,767.6640177001045
1.5486036036036035,775.7509277180955
1.5486936936936937,783.8405488074657
1.5487837837837837,791.9328811889527
1.548873873873874,800.0279251901973
1.548963963963964,808.1256812317597
1.549054054054054,816.2261495671125
1.549144144144144,824.3293305084003
1.5492342342342342,832.435224424946
1.5493243243243242,840.5438316101433
1.5494144144144144,848.6551524187576
1.5495045045045044,856.7691871874663
1.5495945945945946,864.8859361983123
1.5496846846846846,873.0053998096973
1.5497747747747748,881.1275783574524
1.5498648648648647,889.1622596083319
1.549954954954955,894.9440600213934
1.550045045045045,894.4116646105467
1.5501351351351351,887.5623675992917
1.550225225225225,878.4544530792307
1.5503153153153153,869.2529899285735
1.5504054054054053,860.048200797293
1.5504954954954957,850.8400853011344
1.5505855855855857,841.6286430744954
1.5506756756756757,832.4138737344831
1.5507657657657656,823.1957768965958
1.5508558558558558,813.9743522099122
1.5509459459459458,804.7495992718582
1.551036036036036,795.5215177294347
1.551126126126126,786.2901072218108
1.5512162162162162,777.0553673205497
1.5513063063063062,767.8172976723283
1.5513963963963964,758.5758979570937
1.5514864864864863,749.3311677336928
1.5515765765765763,740.083106574182
1.5516666666666663,730.8317142505496
1.5517567567567567,721.5769903540627
1.5518468468468467,712.3189343655699
1.551936936936937,703.057546027668
1.5520270270270269,693.7928249890895
1.552117117117117,684.5247708543677
1.552207207207207,675.2533831962435
1.5522972972972973,665.9786616022652
1.5523873873873872,656.7006058738962
1.5524774774774774,647.4192155204339
1.5525675675675674,638.1344900701783
1.5526576576576576,628.8464293740071
1.5527477477477476,619.555032891247
1.5528378378378378,610.2603001708496
1.5529279279279278,600.962231123026
1.553018018018018,591.6608252014107
1.553108108108108,582.3560819097697
1.5531981981981982,573.0480010614344
1.553288288288288,563.7365822051738
1.5533783783783783,554.4218250086769
1.5534684684684683,545.103729098392
1.5535585585585583,535.7822939674443
1.5536486486486485,526.4575194162089
1.5537387387387387,517.129404980725
1.553828828828829,507.7979501918776
1.5539189189189189,498.4631549075591
1.5540090090090088,489.12501866102025
1.554099099099099,479.7835408802241
1.554189189189189,470.43872143929434
1.5542792792792792,461.0905599634375
1.5543693693693692,451.7390558168222
1.5544594594594594,442.38420883397384
1.5545495495495494,433.0260186381771
1.5546396396396396,423.6644848610589
1.5547297297297296,414.2996071089615
1.5548198198198198,404.9313847685311
1.55490990990991,395.5462620939428
1.555,386.0764471714566
1.55509009009009,376.46767235983884
1.55518018018018,366.7741167881737
1.5552702702702703,357.06354599016333
1.5553603603603603,347.34951524896474
1.5554504504504505,337.63202461448475
1.5555405405405405,327.911073370155
1.555630630630631,318.18666098796837
1.5557207207207209,308.4587876008942
1.5558108108108109,298.7274525002272
1.5559009009009008,288.9926550252691
1.555990990990991,279.2543953255962
1.556081081081081,269.51267267307526
1.5561711711711712,259.7674866818878
1.5562612612612612,250.0188372411377
1.5563513513513514,240.26672353705567
1.5564414414414414,230.51114553822765
1.5565315315315316,220.75210285756077
1.5566216216216215,210.98959474939738
1.5567117117117115,201.22362118522744
1.5568018018018015,191.45418155104653
1.556891891891892,181.68127546281164
1.556981981981982,171.90490298153657
1.557072072072072,162.1250631980147
1.557162162162162,152.34175572232937
1.5572522522522525,142.55498045799754
1.5573423423423425,132.7647367897838
1.5574324324324325,122.97102457555695
1.5575225225225224,113.17384318241943
1.5576126126126126,103.37319230045443
1.5577027027027026,93.56907178761446
1.5577927927927928,83.76148068472912
1.5578828828828828,73.95041901006289
1.557972972972973,64.1358866243271
1.558063063063063,54.3178825609823
1.5581531531531532,44.49640668182724
1.5582432432432431,34.67145868057639
1.5583333333333331,24.84303808141385
1.558423423423423,15.011144584909744
1.5585135135135135,5.175777549290046
1.5586036036036035,-4.663063164906248
1.5586936936936937,-14.505377765768799
1.5587837837837837,-24.351166984989504
1.558873873873874,-34.20043139741813
1.558963963963964,-44.053170946757064
1.559054054054054,-53.90938601831749
1.559144144144144,-63.769077448453174
1.5592342342342342,-73.63224517930854
1.5593243243243242,-83.49888968745262
1.5594144144144144,-93.36901162987323
1.5595045045045044,-103.2426109425922
1.5595945945945946,-113.11968837765215
1.5596846846846846,-123.00024432559263
1.5597747747747748,-132.88427899114077
1.5598648648648648,-142.7405888217474
1.559954954954955,-151.82017520752703
1.560045045045045,-158.71824708094312
1.5601351351351351,-163.43387489617834
1.560225225225225,-167.37080861146006
1.5603153153153153,-171.27793915551314
1.5604054054054053,-175.18647431119814
1.5604954954954957,-179.0964140394331
1.5605855855855857,-183.00775867501903
1.5606756756756757,-186.92050855908388
1.5607657657657656,-190.83466355468477
1.5608558558558558,-194.75022371054104
1.5609459459459458,-198.6671893686032
1.561036036036036,-202.5855608738459
1.561126126126126,-206.50533827927546
1.5612162162162162,-210.42652124244142
1.5613063063063062,-214.3491103959617
1.5613963963963964,-218.27310599206248
1.5614864864864864,-222.1985076902207
1.5615765765765766,-226.12531603227177
1.5616666666666663,-230.05353126064756
1.5617567567567567,-233.98315303045916
1.5618468468468467,-237.9141817960582
1.561936936936937,-241.84661789263185
1.562027027027027,-245.78046096608347
1.562117117117117,-249.71571158352924
1.562207207207207,-253.65237009073917
1.5622972972972973,-257.5904360185847
1.5623873873873872,-261.52990972410976
1.5624774774774774,-265.4707914616717
1.5625675675675674,-269.4130813751895
1.5626576576576576,-273.35677992110277
1.5627477477477476,-277.30188673618494
1.5628378378378378,-281.24840196605635
1.5629279279279278,-285.19632627805237
1.563018018018018,-289.14565930377256
1.563108108108108,-293.0964011866249
1.5631981981981982,-297.04855270422667
1.563288288288288,-301.0021133806834
1.5633783783783783,-304.9570833565879
1.5634684684684683,-308.91346331211696
1.5635585585585583,-312.871252976452
1.5636486486486485,-316.83045259274076
1.5637387387387387,-320.79106221498654
1.563828828828829,-324.75308209669544
1.5639189189189189,-328.7165124830173
1.5640090090090089,-332.68135321367663
1.564099099099099,-336.6476048624091
1.564189189189189,-340.6152673573499
1.5642792792792792,-344.5843405263906
1.5643693693693692,-348.55482506101634
1.5644594594594594,-352.52672100329204
1.5645495495495494,-356.5000280956124
1.5646396396396396,-360.47474681944084
1.5647297297297298,-364.4508775802043
1.5648198198198198,-368.4284200397361
1.5649099099099095,-372.3179363391641
1.565,-375.6721540029386
1.56509009009009,-378.13303232327354
1.56518018018018,-380.0580356738353
1.5652702702702703,-381.8942718636636
1.5653603603603603,-383.73117907764447
1.5654504504504505,-385.56875759907757
1.5655405405405405,-387.4070073793097
1.565630630630631,-389.2459284807147
1.5657207207207209,-391.0855208574608
1.5658108108108109,-392.9257846854291
1.5659009009009008,-394.7667202450024
1.565990990990991,-396.6083273782287
1.566081081081081,-398.45060582085284
1.5661711711711712,-400.29355596532207
1.5662612612612612,-402.1371779822857
1.5663513513513514,-403.9814719368246
1.5664414414414414,-405.8264380114564
1.5665315315315316,-407.672075593239
1.5666216216216216,-409.5183850749739
1.5667117117117118,-411.3653670865141
1.5668018018018015,-413.2130209074983
1.566891891891892,-415.06134693371325
1.566981981981982,-416.9103455649124
1.567072072072072,-418.76001619499425
1.567162162162162,-420.61035922304654
1.5672522522522525,-422.461375043565
1.5673423423423425,-424.3130630475303
1.5674324324324325,-426.1654235287153
1.5675225225225224,-428.0184569949364
1.5676126126126126,-429.8721630546702
1.5677027027027026,-431.72654178226486
1.5677927927927928,-433.58159335116704
1.5678828828828828,-435.4373180428256
1.567972972972973,-437.2937157014174
1.568063063063063,-439.1507859283946
1.5681531531531532,-441.00852947226474
1.5682432432432432,-442.86694640613604
1.5683333333333334,-444.7260362067119
1.5684234234234231,-446.5857995170297
1.5685135135135135,-448.4462362913621
1.5686036036036035,-450.3073460076787
1.5686936936936935,-452.1691295379184
1.5687837837837837,-454.03158682832947
1.568873873873874,-455.89471714132503
1.568963963963964,-457.7585212327137
1.569054054054054,-459.6229992715032
1.569144144144144,-461.4881510945147
1.5692342342342342,-463.35397688186674
1.5693243243243242,-465.22047611820415
1.5694144144144144,-467.0876494458577
1.5695045045045044,-468.9554973915828
1.5695945945945946,-470.8240189715485
1.5696846846846846,-472.69321436647505
1.5697747747747748,-474.5630844555129
1.5698648648648648,-476.4280163338055
1.569954954954955,-478.15328960464643
1.570045045045045,-479.48622938185207
1.5701351351351351,-480.4266695067241
1.5702252252252251,-481.2270989037769
1.570315315315315,-482.02221874012923
1.5704054054054053,-482.81764217424166
1.5704954954954955,-483.6133688714595
1.5705855855855857,-484.40939897377103
1.5706756756756757,-485.205732738711
1.5707657657657657,-486.0023702992218
1.570855855855856,-486.79931120767486
1.5709459459459458,-487.59655572200677
1.571036036036036,-488.3941039725215
1.571126126126126,-489.1919556331537
1.5712162162162162,-489.9901112016934
1.5713063063063062,-490.7885705719374
1.5713963963963964,-491.58733328854214
1.5714864864864864,-492.38639985112684
1.5715765765765766,-493.1857704023076
1.5716666666666663,-493.9854444848331
1.5717567567567567,-494.7854224709483
1.5718468468468467,-495.58570426492554
1.571936936936937,-496.3862896523358
1.572027027027027,-497.1871792504441
1.572117117117117,-497.98837260053693
1.572207207207207,-498.7898695960993
1.5722972972972973,-499.59167086224784
1.5723873873873873,-500.3937759475763
1.5724774774774777,-501.1961849845907
1.5725675675675674,-501.9988982286852
1.5726576576576576,-502.80191499128256
1.5727477477477476,-503.60523577376335
1.5728378378378378,-504.408861060153
1.5729279279279278,-505.21279028067494
1.573018018018018,-506.0170234693611
1.573108108108108,-506.82156063045335
1.5731981981981982,-507.62640202816016
1.5732882882882882,-508.4315479223838
1.5733783783783784,-509.23699760916907
1.5734684684684683,-510.04275124197125
1.5735585585585583,-510.84880955303817
1.5736486486486485,-511.6551719618846
1.5737387387387387,-512.4618383758661
1.573828828828829,-513.2688095282426
1.5739189189189189,-514.0760847152598
1.5740090090090089,-514.8836638927464
1.574099099099099,-515.6915477916692
1.5741891891891893,-516.4997359894129
1.5742792792792792,-517.3082285958595
1.5743693693693692,-518.1170255773939
1.5744594594594594,-518.9261266938217
1.5745495495495496,-519.7355326009192
1.5746396396396396,-520.5452429762546
1.5747297297297296,-521.3552574635677
1.5748198198198198,-522.1655766467343
1.57490990990991,-522.9596415906755
1.575,-523.6546426654922
1.57509009009009,-524.1842916060067
1.57518018018018,-524.6147705509759
1.5752702702702703,-525.028858730275
1.5753603603603603,-525.4431153862122
1.5754504504504503,-525.8575400573277
1.5755405405405405,-526.2721329185794
1.5756306306306307,-526.6868940819924
1.575720720720721,-527.101823194292
1.5758108108108109,-527.5169207419926
1.5759009009009008,-527.9321864949718
1.575990990990991,-528.3476203370976
1.576081081081081,-528.7632226182143
1.5761711711711712,-529.1789929983104
1.5762612612612612,-529.5949314890704
1.5763513513513514,-530.0110383102316
1.5764414414414414,-530.42731336398
1.5765315315315316,-530.8437567927149
1.5766216216216216,-531.2603685715211
1.5767117117117118,-531.6771480958844
1.5768018018018015,-532.0940961246225
1.576891891891892,-532.5112127796162
1.576981981981982,-532.9284973208128
1.577072072072072,-533.3459502460564
1.577162162162162,-533.7635714525701
1.5772522522522523,-534.1813610554475
1.5773423423423425,-534.5993189240787
1.5774324324324325,-535.0174447167783
