len_prop,100,200,300,400,500,600,700
100.0,1.20172262202275E-06,3.27653565733046E-06,6.3835886214384E-06,1.05228751026949E-05,1.56943865403385E-05,2.18981122469458E-05,2.913403944785E-05
105.0,1.24101248486065E-06,3.34163158078347E-06,6.47449047169764E-06,1.0639582686966E-05,1.58368996142703E-05,2.20664305232665E-05,2.93281625884987E-05
110.0,1.28094750092832E-06,3.40737265519091E-06,6.56603746646003E-06,1.07569354089483E-05,1.59800578221733E-05,2.22353939310022E-05,2.9522930851241E-05
115.0,1.32152767007022E-06,3.47375887903626E-06,6.65822960490047E-06,1.08749332690267E-05,1.61238611658212E-05,2.2405002469318E-05,2.97183442309269E-05
120.0,1.3627529919346E-06,3.54079025170607E-06,6.75106688688946E-06,1.0993576269533E-05,1.626830964731E-05,2.25752561372138E-05,2.99144027222351E-05
125.0,1.4046234661013E-06,3.60846677277397E-06,6.84454931369286E-06,1.11128644123941E-05,1.64134032662489E-05,2.27461549291699E-05,3.01111063242316E-05
130.0,1.4471390922235E-06,3.67678844257649E-06,6.93867688579051E-06,1.12327976990096E-05,1.65591420210961E-05,2.29176988438591E-05,3.03084550356503E-05
135.0,1.49029987016332E-06,3.74575526128147E-06,7.03344960559531E-06,1.13533761282132E-05,1.67055259085149E-05,2.30898878780619E-05,3.05064488578769E-05
140.0,1.53410580003368E-06,3.8153672299067E-06,7.1288674727147E-06,1.14745996982507E-05,1.68525549255179E-05,2.32627220300093E-05,3.07050877946311E-05
145.0,1.57855688228379E-06,3.88562434908967E-06,7.22493048657388E-06,1.15964684078418E-05,1.70002290703967E-05,2.34362013045676E-05,3.09043718503085E-05
150.0,1.62365311684643E-06,3.95652661898605E-06,7.3216386468815E-06,1.17189822536462E-05,1.71485483438686E-05,2.36103257035199E-05,3.11043010273765E-05
155.0,1.66939450452145E-06,4.02807403915068E-06,7.41899195061115E-06,1.18421412349879E-05,1.72975127470184E-05,2.37850952300559E-05,3.13048753240654E-05
160.0,1.71578104485512E-06,4.10026660889925E-06,7.51699039758137E-06,1.19659453527056E-05,1.74471222832166E-05,2.39605098862531E-05,3.15060947376283E-05
165.0,1.76281273753638E-06,4.17310432672178E-06,7.61563398629584E-06,1.20903946077483E-05,1.75973769549447E-05,2.41365696706744E-05,3.1707959264254E-05
170.0,1.81048958236761E-06,4.24658719205881E-06,7.71492271756442E-06,1.22154890027507E-05,1.77482767631374E-05,2.4313274580835E-05,3.19104688995269E-05
175.0,1.85881157869126E-06,4.32071520445465E-06,7.81485659262009E-06,1.23412285390581E-05,1.78998217062139E-05,2.4490624611573E-05,3.21136236406726E-05
180.0,1.90777872632558E-06,4.39548836503351E-06,7.91543561349189E-06,1.24676132183018E-05,1.80520117833139E-05,2.46686197611483E-05,3.23174234899261E-05
185.0,1.95739102476823E-06,4.47090667370474E-06,8.01665978020599E-06,1.25946430385477E-05,1.82048469881471E-05,2.48472600275055E-05,3.25218684496614E-05
190.0,2.0076484749129E-06,4.54697013233022E-06,8.11852909413073E-06,1.27223179966476E-05,1.83583273204671E-05,2.50265454105173E-05,3.27269585223075E-05
195.0,2.05855107688765E-06,4.6236787409673E-06,8.22104355295179E-06,1.28506380915918E-05,1.85124527784094E-05,2.52064759148781E-05,3.29326937137417E-05
200.0,2.1100988307734E-06,4.70103249900699E-06,8.32420315619691E-06,1.29796033198614E-05,1.8667223361205E-05,2.53870515419566E-05,3.31390740227048E-05
205.0,2.16229173706671E-06,4.7790314066463E-06,8.42800790080533E-06,1.31092136826692E-05,1.8822639075485E-05,2.55682722972847E-05,3.3346099448066E-05
210.0,2.21512979592887E-06,4.85767546172175E-06,8.53245778672461E-06,1.32394691795635E-05,1.89786999223235E-05,2.57501381802053E-05,3.35537699874974E-05
215.0,2.26861300620032E-06,4.93696466410313E-06,8.63755281262803E-06,1.33703698144399E-05,1.91354059027241E-05,2.59326491869488E-05,3.37620856350936E-05
220.0,2.32274136791678E-06,5.01689901265246E-06,8.74329298086748E-06,1.35019155887767E-05,1.92927570186832E-05,2.61158053160228E-05,3.39710463857604E-05
225.0,2.37751488018403E-06,5.09747850694443E-06,8.84967829245041E-06,1.36341065030585E-05,1.94507532671512E-05,2.62996065615897E-05,3.4180652241878E-05
230.0,2.43293354238983E-06,5.17870314875053E-06,8.95670874826188E-06,1.37669425586528E-05,1.96093946437309E-05,2.64840529232077E-05,3.43909032036497E-05
235.0,2.48899735536059E-06,5.26057293811898E-06,9.06438435031186E-06,1.39004237519837E-05,1.97686811470417E-05,2.66691443987642E-05,3.46017992734959E-05
240.0,2.54570631883712E-06,5.34308787699771E-06,9.17270509693991E-06,1.40345500820648E-05,1.99286127730129E-05,2.68548809891757E-05,3.48133404570636E-05
245.0,2.60306043373328E-06,5.42624796464948E-06,9.28167098717362E-06,1.41693215443958E-05,2.0089189522732E-05,2.70412626995082E-05,3.50255267561157E-05
