,len_prop,100,200,300,400,500,600,700
0,200.0,0.0052927470719079,0.0098263660003272,0.0155792558604259,0.0213975547354775,0.0269482379355615,0.0337794270263976,0.043632085881809
1,202.0,0.0054350284851899,0.0100355548037343,0.0158587472357822,0.0217365715978644,0.0273301857568983,0.0342051861901581,0.0441250139660175
2,204.0,0.0055801930606397,0.0102482192070444,0.0161422176630597,0.0220799197209419,0.0277166148568154,0.0346354832992294,0.0446226187430746
3,206.0,0.0057282776896435,0.010464396563261,0.0164297041005386,0.0224276350586208,0.0281075596785857,0.0350703510642846,0.0451249312542348
4,208.0,0.0058793193996343,0.0106841243037184,0.0167212434799097,0.022779753439912,0.0285030545693251,0.0355098222503562,0.0456319827718196
5,210.0,0.0060333553485089,0.0109074399242073,0.0170168726904516,0.0231363105759852,0.0289031338223792,0.0359539297274334,0.0461438048054967
6,212.0,0.0061904228186135,0.0111343809717997,0.0173166285685033,0.0234973420759174,0.0293078317233779,0.0364027065133194,0.0466604290890529
7,214.0,0.0063505592104489,0.0113649850329449,0.0176205478926409,0.0238628834698315,0.0297171825963397,0.0368561858046594,0.0471818875486111
8,216.0,0.0065138020363053,0.011599289723716,0.0179286673850682,0.0242329702378545,0.0301312208464262,0.0373144009936836,0.0477082122538732
9,218.0,0.0066801889140787,0.0118373326823756,0.0182410237185458,0.0246076378427431,0.0305499809960462,0.0377773856697323,0.0482394353551985
10,220.0,0.0068497575615803,0.0120791515650143,0.0185576535287686,0.0249869217631366,0.0309734977112856,0.038245173604074,0.0487755890114757
11,222.0,0.0070225457913898,0.0123247840440581,0.018878593430712,0.0253708575258365,0.0314018058169874,0.0387177987195852,0.0493167053123995
12,224.0,0.0071985915065343,0.012574267809814,0.0192038800379379,0.0257594807337064,0.0318349402982084,0.0391952950464678,0.0498628162011756
13,226.0,0.0073779326970083,0.0128276405746274,0.0195335499831111,0.0261528270874446,0.0322729362881739,0.0396776966668725,0.050413953402881
14,228.0,0.0075606074373193,0.0130849400793119,0.0198676399382542,0.0265509323991152,0.0327158290433626,0.0401650376524809,0.0509701483627512
15,230.0,0.0077466538848598,0.0133462041011566,0.0202061866329864,0.0269538325963552,0.0331636539060865,0.0406573519980625,0.0515314321995064
16,232.0,0.007936110279163,0.0136114704626634,0.0205492268690974,0.0273615637165055,0.0336164462581829,0.0411546735570179,0.0520978356760014
17,234.0,0.008129014941782,0.0138807770403303,0.0208967975303358,0.027774161890586,0.0340742414676462,0.0416570359813028,0.0526693891904748
18,236.0,0.0083254062767414,0.0141541617724686,0.0212489355862007,0.028191663318106,0.0345370748322516,0.0421644726719085,0.0532461227874701
19,238.0,0.0085253227711356,0.0144316626655068,0.0216056780894885,0.0286141042340227,0.0350049815237156,0.0426770167415607,0.0538280661893728
20,240.0,0.008728802995752,0.0147133177976931,0.0219670621669123,0.0290415208697684,0.0354779965361378,0.0431947009931714,0.0544152488446244
21,242.0,0.0089358856053459,0.0149991653201066,0.0223331250037578,0.0294739494110899,0.0359561546422066,0.0437175579153175,0.0550076999908722
22,244.0,0.0091466093384611,0.0152892434542387,0.0227039038227758,0.0299114259550014,0.0364394903601752,0.0442456196949247,0.0556054487271593
23,246.0,0.0093610130163948,0.0155835904862835,0.0230794358588705,0.0303539864690094,0.0369280379336722,0.0447789182461405,0.056208524090642
24,248.0,0.0095791355412163,0.0158822447580692,0.0234597583308127,0.0308016667549909,0.0374218313261496,0.0453174852539738,0.0568169551325474
25,250.0,0.0098010158928341,0.0161852446552503,0.0238449084120737,0.0312545024205647,0.0379209042297654,0.0458613522286602,0.0574307709870421
26,252.0,0.010026693124826,0.0164926285929115,0.024234923202053,0.0317125288591851,0.0384252900884511,0.0464105505673847,0.0580500009283825
27,254.0,0.0102562063593619,0.0168044349998018,0.0246298397001451,0.0321757812411524,0.0389350221333306,0.0469651116192292,0.0586746744121659
28,256.0,0.0104895947810888,0.0171207023016491,0.0250296947837483,0.0326442945150126,0.0394501334279724,0.0475250667473512,0.0593048210968379
29,258.0,0.0107268976303098,0.0174414689047648,0.0254345251919663,0.0331181034201986,0.0399706569201617,0.0480904473854254,0.0599404708441952
30,260.0,0.0109681541955849,0.0177667731806903,0.0258443675157731,0.0335972425095384,0.0404966254964322,0.0486612850825268,0.0605816536976902
31,262.0,0.0112134038062118,0.0180966534529422,0.0262592581954282,0.0340817461794348,0.0410280720353202,0.0492376115343948,0.06122839984053
32,264.0,0.011462685824646,0.0184311479864703,0.026679233525099,0.0345716487065839,0.0415650294553519,0.0498194585969397,0.0618807395353274
33,266.0,0.0117160396393741,0.0187702949803989,0.0271043296641366,0.0350669842874784,0.042107530754134,0.0504068582823355,0.062538703049576
34,268.0,0.0119735046583511,0.0191141325644302,0.0275345826542922,0.0355677870783216,0.0426556090352924,0.0509998427360239,0.0632023205716408
35,270.0,0.0122351203034641,0.0194626987990074,0.0279700284413863,0.0360740912319954,0.0432092975214261,0.0515984441970446,0.0638716221230728
36,272.0,0.0125009260059449,0.0198160316789909,0.0284107028997459,0.0365859309295893,0.0437686295512037,0.0522026949431968,0.06454663747295
37,274.0,0.0127709612030535,0.0201741691404992,0.0288566418575809,0.0371033404035728,0.0443336385607939,0.0528126272250769,0.065227396060304
38,276.0,0.0130452653358763,0.0205371490702581,0.0293078811212933,0.0376263539507483,0.0449043580504543,0.0534282731928612,0.0659139269299152
39,278.0,0.0133238778484525,0.0209050093164638,0.0297644564965812,0.0381550059340759,0.0454808215381253,0.0540496648214829,0.0666062586856684
40,280.0,0.0136068381877526,0.0212777877003834,0.0302264038048358,0.038689330772331,0.0460630625030363,0.0546768338378395,0.0673044194651199
41,282.0,0.0138941858045507,0.0216555220274661,0.0306937588931367,0.039229362918182,0.0466511143228716,0.0553098116566939,0.06800843693669
42,284.0,0.0141859601547427,0.0220382500971309,0.0311665576370299,0.0397751368261006,0.0472450102087271,0.0559486293280619,0.068718338320047
43,286.0,0.0144822007010006,0.0224260097102527,0.0316448359356234,0.0403266869115608,0.047844783142078,0.0565933175011871,0.0694341504283904
44,288.0,0.014782946914122,0.0228188386731825,0.0321286296983711,0.040884047504372,0.0484504658179547,0.0572439064057773,0.070155899728617
45,290.0,0.0150882382740575,0.0232167747984313,0.0326179748251968,0.0414472527989204,0.0490620905987081,0.0579004258542876,0.0708836124169113
46,292.0,0.0153981142699927,0.023619855901024,0.0331129071800909,0.042016336804949,0.0496796894803733,0.0585629052622676,0.0716173145028293
47,294.0,0.0157126143995483,0.0240281197907653,0.0336134625601301,0.0425913333015729,0.0503032940753991,0.0592313736878743,0.0723570318965433
48,296.0,0.0160317781665928,0.0244416042607363,0.0341196766618632,0.0431722757980437,0.0509329356117675,0.0599058598860508,0.0731027904930493
49,298.0,0.0163556450777723,0.0248603470723761,0.0346315850470685,0.0437591975035731,0.0515686449491022,0.0605863923743991,0.07385461624703
50,300.0,0.0166842546376571,0.0252843859379821,0.0351492231099267,0.0443521313085203,0.0522104526105212,0.0612729995055461,0.074612535232638
51,302.0,0.0170176463425385,0.0257137585015488,0.0356726260479813,0.0449511097781696,0.052858388827934,0.0619657095413868,0.0753765736840594
52,304.0,0.0173558596732374,0.026148502319087,0.0362018288384593,0.0455561651588849,0.0535124835975731,0.0626645507230624,0.0761467580131872
53,306.0,0.0176989340869184,0.0265886548396266,0.0367368662219232,0.0461673293972441,0.0541727667417833,0.0633695513321002,0.0769231148034489
54,308.0,0.0180469090084032,0.0270342533877809,0.0372777726935981,0.0467846341696193,0.0548392679723962,0.0640807397376922,0.0777056707787093
55,310.0,0.0183998238212851,0.0274853351492419,0.0378245825036602,0.047408110921125,0.0555120169517174,0.0647981444270149,0.0784944527502639
56,312.0,0.0187577178593239,0.027941937159703,0.0383773296656768,0.0480377909098197,0.056191043345261,0.0655217940151959,0.0792894875441286
57,314.0,0.0191206303983115,0.0284040962980621,0.0389360479729537,0.0486737052543781,0.0568763768641242,0.0662517172350394,0.0800908019140813
58,316.0,0.0194886006488938,0.0288718492840148,0.0395007710212268,0.0493158849805062,0.0575680472915733,0.0669879429051712,0.0808984224457375
59,318.0,0.0198616677506287,0.0293452326802895,0.0400715322362408,0.0499643610631369,0.0582660844935561,0.0677304998802807,0.0817123754585572
60,320.0,0.0202398707674349,0.0298242828989923,0.0406483649039908,0.0506191644613405,0.0589705184105854,0.0684794169850132,0.0825326869122163
61,322.0,0.0206232486845535,0.0303090362115296,0.0412313022011792,0.051280326142744,0.0596813790317965,0.0692347229366697,0.0833593823235598
62,324.0,0.0210118404069806,0.0307995287612637,0.0418203772238076,0.0519478770956332,0.0603986963525949,0.0699964462613401,0.08419248670029
63,326.0,0.0214056847594301,0.0312957965776942,0.0424156230113412,0.0526218483277302,0.0611225003180185,0.0707646152095101,0.0850320244955463
64,328.0,0.021804820487448,0.0317978755913002,0.0430170725649497,0.0533022708509357,0.0618528207561542,0.0715392576765599,0.0858780195873043
65,330.0,0.0222092862593912,0.0323058016472456,0.0436247588574988,0.0539891756530738,0.0625896873053626,0.072320401133725,0.0867304952829476
66,332.0,0.0226191206691136,0.032819610517277,0.044238714835146,0.0546825936578831,0.0633331293399698,0.0731080725738244,0.0875894743500863
67,334.0,0.0230343622386254,0.0333393379084016,0.0448589734093063,0.0553825556763249,0.0640831759005792,0.0739022984765862,0.0884549790703459
68,336.0,0.0234550494205686,0.0338650194674763,0.0454855674397326,0.0560890923515479,0.0648398556319629,0.0747031047946374,0.0893270313131759
69,338.0,0.0238812206000618,0.0343966907812336,0.0461185297091928,0.0568022341016654,0.0656031967347156,0.0755105169625822,0.0902056526239564
70,340.0,0.0243129140953415,0.0349343873714142,0.0467578928916958,0.0575220110636882,0.0663732269320946,0.0763245599269538,0.0910908643209501
71,342.0,0.024750168157141,0.0354781446848649,0.0474036895154232,0.0582484530429567,0.0671499734560736,0.077145258196748,0.0919826875930935
72,344.0,0.0251930209663699,0.0360279980793349,0.0480559519235985,0.0589815894706316,0.0679334630523099,0.0779726359094248,0.092881143592812
73,346.0,0.025641510630328,0.0365839828052301,0.0487147122348781,0.0597214493728529,0.0687237220044542,0.0788067169089779,0.0937862535161093
74,348.0,0.0260956751769293,0.0371461339847346,0.049380002306518,0.0604680613534472,0.0695207761755935,0.0796475248294263,0.0946980386646389
75,350.0,0.0265555525476174,0.0377144865894134,0.0500518537025638,0.0612214535908284,0.0703246510643085,0.0804950831786228,0.0956165204851509
76,352.0,0.0270211805889114,0.0382890754173137,0.0507302976687676,0.0619816538502711,0.0711353718718519,0.0813494154164413,0.0965417205825825
77,354.0,0.0274925970429717,0.0388699350711537,0.0514153651161371,0.0627486895098967,0.0719529635735511,0.082210545019783,0.0974736607055395
78,356.0,0.0279698395375071,0.0394570999391702,0.0521070866144734,0.0635225875986539,0.0727774509923624,0.0830784955323986,0.098412362705778
79,358.0,0.0284529455756682,0.0400506041792799,0.0528054923956586,0.0643033748437094,0.0736088588667455,0.0839532905934433,0.0993578484725329
80,360.0,0.0289419525263962,0.0406504817080515,0.0535106123670416,0.0650910777243513,0.0744472119097614,0.0848349539435093,0.100310139847581
81,362.0,0.0294368976153545,0.0412567661942795,0.0542224761329554,0.0658857225267688,0.0752925348524239,0.0857235094063716,0.1012692585244492
82,364.0,0.0299378179172647,0.0418694910584863,0.0549411130239147,0.0666873353979987,0.0761448524710598,0.0866189808483509,0.1022352259410765
