wavl,"double(5.00,0.00)"
1.5182182182182182,-598.019169141242
1.5183183183183184,-597.947549798042
1.5184184184184184,-597.8759468633598
1.5185185185185186,-597.8043603184942
1.5186186186186186,-597.7327901447661
1.5187187187187188,-597.6612363234763
1.5188188188188187,-597.5896988359436
1.518918918918919,-597.5181776634727
1.519019019019019,-597.4466727873714
1.5191191191191191,-597.3751841889516
1.5192192192192193,-597.3037118495231
1.5193193193193193,-597.2322557503921
1.5194194194194195,-597.1608158728704
1.5195195195195195,-597.0893921982697
1.5196196196196197,-597.0179847078944
1.5197197197197196,-596.9465933830616
1.5198198198198198,-596.8752182050794
1.51991991991992,-596.8038591552577
1.52002002002002,-596.7325162148991
1.5201201201201202,-596.6611893653208
1.5202202202202202,-596.5898785878271
1.5203203203203204,-596.518583863728
1.5204204204204204,-596.4473051743371
1.5205205205205206,-596.3760425009605
1.5206206206206205,-596.3047958249135
1.5207207207207207,-596.2335651275007
1.520820820820821,-596.1623503900355
1.520920920920921,-596.0911515938224
1.521021021021021,-596.0199687201693
1.521121121121121,-595.9488017503936
1.5212212212212213,-595.877650665805
1.5213213213213213,-595.8065154477063
1.5214214214214214,-595.735396077409
1.5215215215215216,-595.6642925362285
1.5216216216216216,-595.5932048054674
1.5217217217217218,-595.5221328664429
1.5218218218218218,-595.451076700454
1.521921921921922,-595.380036288816
1.522022022022022,-595.3090116128424
1.5221221221221222,-595.2380026538412
1.5222222222222221,-595.1670093931152
1.5223223223223223,-595.0960318119796
1.5224224224224225,-595.0250698917444
1.5225225225225225,-594.9541236137211
1.5226226226226227,-594.8831929592161
1.5227227227227227,-594.8122779095374
1.5228228228228229,-594.7413784459932
1.5229229229229229,-594.6704945499023
1.523023023023023,-594.5996262025637
1.523123123123123,-594.5287733852965
1.5232232232232232,-594.457936079405
1.5233233233233234,-594.3871142662028
1.5234234234234234,-594.3163079269943
1.5235235235235236,-594.2455170430912
1.5236236236236236,-594.1747415958034
1.5237237237237238,-594.103981566439
1.5238238238238238,-594.0332369363114
1.523923923923924,-593.9625076867251
1.5240240240240241,-593.8917937989954
1.5241241241241241,-593.8210952544287
1.5242242242242243,-593.7504120343383
1.5243243243243243,-593.679744120027
1.5244244244244245,-593.60909149281
1.5245245245245245,-593.5384541339936
1.5246246246246247,-593.4678320248877
1.5247247247247246,-593.397225146804
1.5248248248248248,-593.3266334810505
1.524924924924925,-593.2560570089427
1.525025025025025,-593.185495711783
1.5251251251251252,-593.1149495708851
1.5252252252252252,-593.0444185675533
1.5253253253253254,-592.9739026831048
1.5254254254254254,-592.9034018988423
1.5255255255255256,-592.8329161960773
1.5256256256256258,-592.7624455561217
1.5257257257257257,-592.6919899602835
1.525825825825826,-592.6215493898762
1.525925925925926,-592.5511238262043
1.526026026026026,-592.4807132505812
1.526126126126126,-592.410317644315
1.5262262262262263,-592.3399369887156
1.5263263263263263,-592.2695712650875
1.5264264264264265,-592.199220454746
1.5265265265265267,-592.1288845389972
1.5266266266266266,-592.0585634991585
1.5267267267267268,-591.9882573165341
1.5268268268268268,-591.9179659724341
1.526926926926927,-591.8476894481682
1.527027027027027,-591.7774277250446
1.5271271271271272,-591.7071807843749
1.5272272272272271,-591.6369486074673
1.5273273273273273,-591.5667311756279
1.5274274274274275,-591.496528470172
1.5275275275275275,-591.4263404724115
1.5276276276276277,-591.3561671636508
1.5277277277277277,-591.2860085252032
1.527827827827828,-591.2158645383752
1.5279279279279279,-591.1457351844801
1.528028028028028,-591.0756204448226
1.5281281281281283,-591.0055203007123
1.5282282282282282,-590.9354347334629
1.5283283283283284,-590.8653637243806
1.5284284284284284,-590.7953072547789
1.5285285285285286,-590.7252653059677
1.5286286286286286,-590.6552378592532
1.5287287287287288,-590.5852248959454
1.5288288288288288,-590.5152263973578
1.528928928928929,-590.4452423447947
1.5290290290290292,-590.3752727195642
1.5291291291291291,-590.3053175029854
1.5292292292292293,-590.235376676359
1.5293293293293293,-590.1654502209985
1.5294294294294295,-590.0955381182157
1.5295295295295295,-590.0256403493186
1.5296296296296297,-589.9557568956134
1.5297297297297296,-589.8858877384155
1.5298298298298298,-589.8160328590238
1.52992992992993,-589.7461922387629
1.53003003003003,-589.6763658589352
1.5301301301301302,-589.6065537008435
1.5302302302302302,-589.5367557458085
1.5303303303303304,-589.4669719751382
1.5304304304304304,-589.3972023701353
1.5305305305305306,-589.3274469121188
1.5306306306306308,-589.2577055823858
1.5307307307307307,-589.187978362259
1.530830830830831,-589.1182652330426
1.530930930930931,-589.0485661760449
1.531031031031031,-588.9788811725721
1.531131131131131,-588.9092102039431
1.5312312312312313,-588.8395532514678
1.5313313313313313,-588.7699102964452
1.5314314314314315,-588.7002813201943
1.5315315315315317,-588.6306663040159
1.5316316316316316,-588.5610652292289
1.5317317317317318,-588.4914780771323
1.5318318318318318,-588.4219048290524
1.531931931931932,-588.3523454662845
1.532032032032032,-588.282799970144
1.5321321321321322,-588.2132683219406
1.5322322322322321,-588.1437505029808
1.5323323323323323,-588.0742464945761
1.5324324324324325,-588.0047562780328
1.5325325325325325,-587.9352798346699
1.5326326326326327,-587.8658171457864
1.5327327327327327,-587.7963681926976
1.532832832832833,-587.7269329567152
1.5329329329329329,-587.6575114191437
1.533033033033033,-587.5881035612965
1.5331331331331333,-587.51870936448
1.5332332332332332,-587.4493288100075
1.5333333333333334,-587.3799618791818
1.5334334334334334,-587.3106085533218
1.5335335335335336,-587.2412688137265
1.5336336336336336,-587.1719426417185
1.5337337337337338,-587.1026300185986
1.5338338338338338,-587.0333309256785
1.533933933933934,-586.9640453442698
1.5340340340340342,-586.8947732556808
1.5341341341341341,-586.8255146412193
1.5342342342342343,-586.7562694821918
1.5343343343343343,-586.6870377599171
1.5344344344344345,-586.6178194556978
1.5345345345345345,-586.5486145508457
1.5346346346346347,-586.4794230266743
1.5347347347347347,-586.410244864488
1.5348348348348348,-586.3410800456022
1.534934934934935,-586.2719285513194
1.535035035035035,-586.2027903629514
1.5351351351351352,-586.1336654618044
1.5352352352352352,-586.0645538291974
1.5353353353353354,-585.995455446433
1.5354354354354354,-585.9263702948228
1.5355355355355356,-585.8572983556824
1.5356356356356358,-585.7882396103123
1.5357357357357357,-585.7191940400244
1.535835835835836,-585.6501616261321
1.535935935935936,-585.5811423499399
1.5360360360360361,-585.5121361927577
1.536136136136136,-585.4431431358989
1.5362362362362363,-585.3741631606699
1.5363363363363363,-585.3051962483842
1.5364364364364365,-585.2362423803534
1.5365365365365367,-585.1673015378783
1.5366366366366366,-585.098373702278
1.5367367367367368,-585.0294588548568
1.5368368368368368,-584.960556976921
1.536936936936937,-584.8916680497823
1.537037037037037,-584.8227920547579
1.5371371371371372,-584.7539289731467
1.5372372372372374,-584.6850787862695
1.5373373373373374,-584.6162414754253
1.5374374374374375,-584.5474170219331
1.5375375375375375,-584.4786054070973
1.5376376376376377,-584.4098066122278
1.5377377377377377,-584.3410206186327
1.537837837837838,-584.2722474076218
1.5379379379379379,-584.2034869605104
1.538038038038038,-584.1347392585994
1.5381381381381383,-584.0660042832078
1.5382382382382382,-583.9972820156399
1.5383383383383384,-583.9285724372094
1.5384384384384384,-583.8598755292187
1.5385385385385386,-583.7911912729796
1.5386386386386386,-583.7225196498057
1.5387387387387388,-583.6538606410104
1.538838838838839,-583.5852142278891
1.538938938938939,-583.5165803917644
1.5390390390390392,-583.4479591139443
1.5391391391391391,-583.3793503757315
1.5392392392392393,-583.3107541584413
1.5393393393393393,-583.2421704433818
1.5394394394394395,-583.1735992118611
1.5395395395395395,-583.1050404451908
1.5396396396396397,-583.0364941246844
1.5397397397397399,-582.9679602316392
1.5398398398398399,-582.8994387473795
1.53993993993994,-582.8309296532079
1.54004004004004,-582.7624329304363
1.5401401401401402,-582.6939485603707
1.5402402402402402,-582.6254765243211
1.5403403403403404,-582.5570168036011
1.5404404404404404,-582.488569379515
1.5405405405405406,-582.4201342333745
1.5406406406406408,-582.3517113464968
1.5407407407407407,-582.2833007001809
1.540840840840841,-582.214902275744
1.540940940940941,-582.1465160544903
1.5410410410410411,-582.07814201773
1.541141141141141,-582.0097801467764
1.5412412412412413,-581.9414304229322
1.5413413413413415,-581.8730928275163
1.5414414414414415,-581.8047673418314
1.5415415415415417,-581.7364539471928
1.5416416416416416,-581.6681526249067
1.5417417417417418,-581.5998633562831
1.5418418418418418,-581.5315861226318
1.541941941941942,-581.4633209052627
1.542042042042042,-581.3950676854838
1.5421421421421422,-581.3268264446015
1.5422422422422424,-581.2585971639328
1.5423423423423424,-581.1903798247859
1.5424424424424426,-581.1221744084687
1.5425425425425425,-581.0539808962931
1.5426426426426427,-580.9857992695652
1.5427427427427427,-580.9176295095967
1.542842842842843,-580.8494715976976
1.5429429429429429,-580.7813255151777
1.543043043043043,-580.7131912433379
1.5431431431431433,-580.6450687635006
1.5432432432432432,-580.5769580569704
1.5433433433433434,-580.5088591050608
1.5434434434434434,-580.4407718890761
1.5435435435435436,-580.3726963903264
1.5436436436436436,-580.304632590125
1.5437437437437438,-580.2365804697765
1.543843843843844,-580.1685400105907
1.543943943943944,-580.1005111938848
1.5440440440440442,-580.0324940009596
1.5441441441441441,-579.9644884131285
1.5442442442442443,-579.8964944117051
1.5443443443443443,-579.8285119779921
1.5444444444444445,-579.7605410933065
1.5445445445445445,-579.6925817389474
1.5446446446446447,-579.6246338962374
1.5447447447447449,-579.5566975464717
1.5448448448448449,-579.488772670973
1.544944944944945,-579.4208592510404
1.545045045045045,-579.3529572679945
1.5451451451451452,-579.285066703138
1.5452452452452452,-579.2171875377808
1.5453453453453454,-579.1493197532345
1.5454454454454454,-579.0814633308091
1.5455455455455456,-579.0136182518127
1.5456456456456458,-578.9457844975532
1.5457457457457457,-578.8779620493406
1.545845845845846,-578.8101508884865
1.545945945945946,-578.7423509963028
1.5460460460460461,-578.6745623540974
1.546146146146146,-578.6067849431784
1.5462462462462463,-578.5390187448575
1.5463463463463465,-578.4712637404409
1.5464464464464465,-578.4035199112423
1.5465465465465467,-578.3357872385659
1.5466466466466466,-578.2680657037272
1.5467467467467468,-578.2003552880324
1.5468468468468468,-578.1326559727931
1.546946946946947,-578.0649677393194
1.547047047047047,-577.997290568921
1.5471471471471472,-577.9296244429061
1.5472472472472474,-577.861969342579
1.5473473473473474,-577.7943252492587
1.5474474474474476,-577.7266921442551
1.5475475475475475,-577.6590700088691
1.5476476476476477,-577.5914588244123
1.5477477477477477,-577.5238585722
1.547847847847848,-577.4562692335439
1.5479479479479479,-577.3886907897431
1.548048048048048,-577.3211232221165
1.5481481481481483,-577.2535665119649
1.5482482482482482,-577.1860206406091
1.5483483483483484,-577.1184855893498
1.5484484484484484,-577.0509613395006
1.5485485485485486,-576.983447872366
1.5486486486486486,-576.9159451692667
1.5487487487487488,-576.8484532115035
1.548848848848849,-576.78097198039
1.548948948948949,-576.7135014572286
1.5490490490490492,-576.6460416233367
1.5491491491491491,-576.5785924600204
1.5492492492492493,-576.5111539485897
1.5493493493493493,-576.443726070358
1.5494494494494495,-576.3763088066335
1.5495495495495495,-576.3089021387204
1.5496496496496497,-576.241506047938
1.5497497497497499,-576.1741205155886
1.5498498498498499,-576.1067455229804
1.54994994994995,-576.0393810514233
1.55005005005005,-575.9720270822345
1.5501501501501502,-575.9046835967165
1.5502502502502502,-575.8373505761829
1.5503503503503504,-575.7700280019435
1.5504504504504504,-575.7027158553046
1.5505505505505506,-575.6354141175834
1.5506506506506508,-575.5681227700788
1.5507507507507508,-575.5008417941044
1.550850850850851,-575.43357117097
1.550950950950951,-575.3663108819874
1.5510510510510511,-575.2990609084627
1.551151151151151,-575.2318212317095
1.5512512512512513,-575.1645918330396
1.5513513513513515,-575.0973726937573
1.5514514514514515,-575.0301637951743
1.5515515515515517,-574.9629651185987
1.5516516516516516,-574.8957766453423
1.5517517517517518,-574.8285983567093
1.5518518518518518,-574.7614302340153
1.551951951951952,-574.6942722585663
1.5520520520520522,-574.6271244116797
1.5521521521521522,-574.5599866746579
1.5522522522522524,-574.4928590288127
1.5523523523523524,-574.4257414554504
1.5524524524524526,-574.3586339358862
1.5525525525525525,-574.2915364514265
1.5526526526526527,-574.2244489833774
1.5527527527527527,-574.1573715130562
1.552852852852853,-574.0903040217654
1.552952952952953,-574.0232464908222
1.553053053053053,-573.9561989015328
1.5531531531531533,-573.8891612352054
1.5532532532532533,-573.8221334731516
1.5533533533533534,-573.7551155966794
1.5534534534534534,-573.688107587097
1.5535535535535536,-573.6211094257142
1.5536536536536536,-573.5541210938445
1.5537537537537538,-573.4871425727943
1.553853853853854,-573.4201738438787
1.553953953953954,-573.3532148884005
1.5540540540540542,-573.286265687675
1.5541541541541541,-573.2193262230066
1.5542542542542543,-573.1523964757107
1.5543543543543543,-573.0854764270898
1.5544544544544545,-573.018566058452
1.5545545545545547,-572.9516653511164
1.5546546546546547,-572.8847742863891
1.5547547547547549,-572.8178928455836
1.5548548548548549,-572.7510210100008
1.554954954954955,-572.6841587609597
1.555055055055055,-572.6173060797591
1.5551551551551552,-572.5504629477182
1.5552552552552552,-572.4836293461412
1.5553553553553554,-572.4168052563364
1.5554554554554556,-572.3499906596153
1.5555555555555556,-572.2831855372915
1.5556556556556558,-572.2163898706749
1.5557557557557558,-572.1496036410717
1.555855855855856,-572.0828268297901
1.555955955955956,-572.0160594181452
1.5560560560560561,-571.9493013874362
1.556156156156156,-571.8825527189838
1.5562562562562563,-571.815813394096
1.5563563563563565,-571.7490833940738
1.5564564564564565,-571.6823627002377
1.5565565565565567,-571.6156512938924
1.5566566566566566,-571.5489491563458
1.5567567567567568,-571.4822562689133
1.5568568568568568,-571.4155726128974
1.556956956956957,-571.3488981696119
1.5570570570570572,-571.2822329203664
1.5571571571571572,-571.2155768464672
1.5572572572572574,-571.148929929228
1.5573573573573574,-571.0822921499584
1.5574574574574576,-571.0156634899686
1.5575575575575575,-570.9490439305646
1.5576576576576577,-570.8824334530582
1.5577577577577577,-570.8158320387574
1.557857857857858,-570.7492396689722
1.557957957957958,-570.6826563250161
1.558058058058058,-570.6160819881916
1.5581581581581583,-570.5495166398159
1.5582582582582583,-570.4829602611953
1.5583583583583585,-570.4164128336433
1.5584584584584584,-570.3498743384607
1.5585585585585586,-570.2833447569647
1.5586586586586586,-570.2168240704632
1.5587587587587588,-570.1503122602608
1.558858858858859,-570.0838093076709
1.558958958958959,-570.0173151940053
1.5590590590590592,-569.9508299005774
1.5591591591591591,-569.8843534086864
1.5592592592592593,-569.817885699651
1.5593593593593593,-569.751426754774
1.5594594594594595,-569.6849765553707
1.5595595595595597,-569.6185350827436
1.5596596596596597,-569.5521023182064
1.55975975975976,-569.4856782430725
1.5598598598598599,-569.4192628386463
1.55995995995996,-569.3528560862414
1.56006006006006,-569.2864579671677
1.5601601601601602,-569.2200684627314
1.5602602602602602,-569.1536875542388
1.5603603603603604,-569.0873152230088
1.5604604604604606,-569.020951450344
1.5605605605605606,-568.9545962175544
1.5606606606606608,-568.8882495059534
1.5607607607607608,-568.8219112968509
1.560860860860861,-568.755581571555
1.560960960960961,-568.6892603113738
1.5610610610610611,-568.622947497619
1.561161161161161,-568.5566431115967
1.5612612612612613,-568.4903471346224
1.5613613613613615,-568.4240595479951
1.5614614614614615,-568.3577803330372
1.5615615615615617,-568.2915094710515
1.5616616616616616,-568.2252469433515
1.5617617617617618,-568.158992731247
1.5618618618618618,-568.0927468160426
1.561961961961962,-568.0265091790498
1.5620620620620622,-567.9602798015803
1.5621621621621622,-567.8940586649442
1.5622622622622624,-567.8278457504402
1.5623623623623624,-567.7616410393966
1.5624624624624626,-567.6954445131068
1.5625625625625625,-567.6292561528899
1.5626626626626627,-567.5630759400556
1.5627627627627627,-567.4969038559102
1.562862862862863,-567.4307398817637
1.562962962962963,-567.3645839989276
1.563063063063063,-567.2984361887065
1.5631631631631633,-567.2322964324158
1.5632632632632633,-567.1661647113597
1.5633633633633635,-567.10004100685
1.5634634634634634,-567.0339253002039
1.5635635635635636,-566.967817572724
1.5636636636636636,-566.9017178057165
1.5637637637637638,-566.8356259804987
1.563863863863864,-566.7695420783766
1.563963963963964,-566.7034660806585
1.5640640640640642,-566.6373979686523
1.5641641641641642,-566.5713377236734
1.5642642642642643,-566.5052853270245
1.5643643643643643,-566.4392407600262
1.5644644644644645,-566.3732040039795
1.5645645645645647,-566.3071750401978
1.5646646646646647,-566.2411538499891
1.564764764764765,-566.1751404146562
1.5648648648648649,-566.1091347155216
1.564964964964965,-566.0431367338879
1.565065065065065,-565.9771464510668
1.5651651651651652,-565.9111638483646
1.5652652652652654,-565.8451889070948
1.5653653653653654,-565.7792216085654
1.5654654654654656,-565.71326193409
1.5655655655655656,-565.6473098649712
1.5656656656656658,-565.5813653825153
1.5657657657657658,-565.5154284680484
1.565865865865866,-565.449499102866
1.565965965965966,-565.3835772682833
1.5660660660660661,-565.3176629456048
1.566166166166166,-565.2517561161476
1.5662662662662663,-565.1858567612198
1.5663663663663665,-565.1199648621277
1.5664664664664665,-565.054080400183
1.5665665665665667,-564.9882033566901
1.5666666666666667,-564.9223337129642
1.5667667667667668,-564.8564714503191
1.5668668668668668,-564.7906165500535
1.566966966966967,-564.7247689934848
1.5670670670670672,-564.6589287619245
1.5671671671671672,-564.5930958366771
1.5672672672672674,-564.5272701990507
1.5673673673673674,-564.4614518303606
1.5674674674674676,-564.3956407119094
1.5675675675675675,-564.3298368250144
1.5676676676676677,-564.264040150978
1.567767767767768,-564.1982506711192
1.567867867867868,-564.1324683667426
1.5679679679679681,-564.0666932191562
1.568068068068068,-564.0009252096697
1.5681681681681683,-563.9351643195987
1.5682682682682683,-563.869410530242
1.5683683683683685,-563.803663822915
1.5684684684684684,-563.7379241789313
1.5685685685685686,-563.6721915795915
1.5686686686686688,-563.6064660062166
1.5687687687687688,-563.540747440109
1.568868868868869,-563.4750358625843
1.568968968968969,-563.409331254943
1.5690690690690692,-563.3436335985007
1.5691691691691692,-563.2779428745653
1.5692692692692694,-563.2122590644449
1.5693693693693693,-563.1465821494512
1.5694694694694695,-563.0809121108905
1.5695695695695697,-563.0152489300835
1.5696696696696697,-562.9495925883293
1.56976976976977,-562.8839430669414
1.5698698698698699,-562.8183003472295
1.56996996996997,-562.7526644105001
1.57007007007007,-562.6870352380665
1.5701701701701702,-562.6214128112297
1.5702702702702704,-562.5557971113085
1.5703703703703704,-562.4901881196147
1.5704704704704706,-562.4245858174527
1.5705705705705706,-562.358990186136
1.5706706706706708,-562.2934012069709
1.5707707707707708,-562.2278188612636
1.570870870870871,-562.1622431303313
1.570970970970971,-562.0966739954783
1.5710710710710711,-562.0311114380147
1.5711711711711713,-561.9655554392502
1.5712712712712713,-561.9000059804966
1.5713713713713715,-561.8344630430656
1.5714714714714715,-561.7689266082652
1.5715715715715717,-561.7033966574036
1.5716716716716717,-561.6378731717887
1.5717717717717719,-561.5723561327341
1.5718718718718718,-561.5068455215423
1.571971971971972,-561.4413413195307
1.5720720720720722,-561.3758435080017
1.5721721721721722,-561.3103520682762
1.5722722722722724,-561.2448669816567
1.5723723723723724,-561.1793882294533
1.5724724724724726,-561.1139157929774
1.5725725725725725,-561.0484496535337
1.5726726726726727,-560.9829897924374
1.572772772772773,-560.9175361909947
1.572872872872873,-560.8520888305156
1.5729729729729731,-560.78664769231
1.573073073073073,-560.7212127576895
1.5731731731731733,-560.655784007964
1.5732732732732733,-560.5903614244398
1.5733733733733735,-560.5249449884323
1.5734734734734734,-560.4595346812439
1.5735735735735736,-560.3941304841846
1.5736736736736738,-560.3287323785717
1.5737737737737738,-560.2633403457112
1.573873873873874,-560.1979543669058
1.573973973973974,-560.1325744234728
1.5740740740740742,-560.0672004967255
1.5741741741741742,-560.001832567963
1.5742742742742744,-559.9364706185042
1.5743743743743743,-559.8711146296519
1.5744744744744745,-559.8057645827157
1.5745745745745747,-559.740420459013
1.5746746746746747,-559.6750822398462
1.574774774774775,-559.6097499065272
1.5748748748748749,-559.544423440364
1.574974974974975,-559.4791028226718
1.575075075075075,-559.4137880347571
1.5751751751751752,-559.3484790579259
1.5752752752752754,-559.2831758734919
1.5753753753753754,-559.2178784627613
1.5754754754754756,-559.1525868070494
1.5755755755755756,-559.0873008876606
1.5756756756756758,-559.0220206859103
1.5757757757757758,-558.9567461830993
1.575875875875876,-558.8914773605466
1.575975975975976,-558.8262141995565
1.5760760760760761,-558.7609566814408
1.5761761761761763,-558.6957047875039
1.5762762762762763,-558.630458499063
1.5763763763763765,-558.5652177974225
1.5764764764764765,-558.4999826638959
1.5765765765765767,-558.4347530797913
1.5766766766766767,-558.3695290264168
1.5767767767767769,-558.3043104850858
1.5768768768768768,-558.2390974371028
1.576976976976977,-558.1738898637832
1.5770770770770772,-558.1086877464259
1.5771771771771772,-558.0434910663571
1.5772772772772774,-557.9782998048668
1.5773773773773774,-557.9131139432848
1.5774774774774776,-557.8479334629101
1.5775775775775776,-557.7827583450508
1.5776776776776777,-557.717588571024
1.577777777777778,-557.6524241221341
1.577877877877878,-557.5872649796875
1.5779779779779781,-557.5221111249957
1.578078078078078,-557.4569625393742
1.5781781781781783,-557.3918192041237
1.5782782782782783,-557.3266811005651
1.5783783783783785,-557.2615482100027
1.5784784784784787,-557.1964205137429
1.5785785785785786,-557.131297993099
1.5786786786786788,-557.066180629381
1.5787787787787788,-557.0010684038934
1.578878878878879,-556.9359612979497
1.578978978978979,-556.8708592928579
1.5790790790790792,-556.8057623699297
