gap/L_lower,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5
0.5,5885.646098673586,5893.982586155933,5902.245471196777,5910.252884499543,5917.881066476483,5925.067728603054,5931.789778170486,5938.047720351853,5943.856210912168,5949.237974759957,5954.219870557849,5958.830369534056,5963.097978106657,5967.050284665282,5970.713416140450,5974.111760707870,5977.267860674375,5980.202411723036,5982.934326297796,5985.480833405845,5987.857596827896,5990.078840216604,5992.157471886481,5994.105204963339,5995.932670447003
0.6,5885.057383715331,5893.392923329851,5901.655006701427,5909.661604469109,5917.289016090260,5924.474954920769,5931.196329355278,5937.453643830762,5943.261552357623,5948.642777381559,5953.624174762674,5958.234212807574,5962.501395034934,5966.453307043284,5970.116073129207,5973.514079015918,5976.669864747671,5979.604123933565,5982.335767124790,5984.882021606321,5987.258549594881,5989.479573324577,5991.557999823945,5993.505541053280,5995.332826955804
0.7,5884.468668786727,5892.803260406957,5901.064542215669,5909.070324443527,5916.696965707710,5923.882181241628,5930.602880542884,5936.859567312258,5942.666893805553,5948.047580005571,5953.028478969925,5957.638056083549,5961.904811965726,5965.856329423887,5969.518730120686,5972.916397326805,5976.071868823967,5979.005836147267,5981.737207955147,5984.283209810355,5986.659502365682,5988.880306436612,5990.958527765752,5992.905877147838,5994.732983469561
0.8,5883.879953887765,5892.213597388276,5900.474077739600,5908.479044422917,5916.104915328854,5923.289407565655,5930.009431733274,5936.265490796276,5942.072235255917,5947.452382631974,5952.432783179564,5957.041899361965,5961.308228898995,5965.259351807056,5968.921387114819,5972.318715640487,5975.473872903212,5978.407548364109,5981.138648788830,5983.684398017938,5986.060455140243,5988.281039552673,5990.359055711868,5992.306213247020,5994.133139988246
0.9,5883.291239018488,5891.623934274728,5899.883613273179,5907.887764407194,5915.512864953632,5922.696633892800,5929.415982926410,5935.671414282924,5941.477576708789,5946.857185260823,5951.837087391611,5956.445742642796,5960.711645834759,5964.662374192812,5968.324044111666,5971.721033957009,5974.875876985453,5977.809260584109,5980.540089625868,5983.085586229084,5985.461407918621,5987.681772672788,5989.759583662310,5991.706549350832,5993.533296511897
1,5882.702524178875,5891.034271067338,5899.293148816435,5907.296484396349,5914.920814582136,5922.103860223069,5928.822534122355,5935.077337772134,5940.882918164085,5946.261987892084,5951.241391606099,5955.849585926087,5960.115062773067,5964.065396581155,5967.726701111204,5971.123352276370,5974.277881070650,5977.210972807245,5979.941530466249,5982.486774443781,5984.862360700782,5987.082505796964,5989.160111617081,5991.106885459274,5992.933453040497
1.1,5882.113809368982,5890.444607766987,5898.702684369353,5906.705204390486,5914.328764214329,5921.511086556476,5928.229085321016,5934.483261263865,5940.288259621882,5945.666790525748,5950.645695822966,5955.253429211819,5959.518479713832,5963.468418972083,5967.129358113425,5970.525670598518,5973.679885158852,5976.612685033540,5979.342971309959,5981.887962662044,5984.263313486730,5986.483238925188,5988.560639576182,5990.507221572350,5992.333609574049
1.2,5881.525094588762,5889.854944374669,5898.112219931973,5906.113924389466,5913.736713850174,5920.918312893087,5927.635636522509,5933.889184758234,5939.693601082144,5945.071593161842,5950.050000042273,5954.657272499988,5958.921896657109,5962.871441365591,5966.532015118358,5969.927988923517,5973.081889250019,5976.014397262996,5978.744412157043,5981.289150883887,5983.664266276490,5985.883972057457,5987.961167539621,5989.907557690052,5991.733766112575
1.3,5880.936379838328,5889.265280891404,5897.521755504246,5905.522644393418,5913.144663489725,5920.325539232835,5927.042187726755,5933.295108255198,5939.098942544862,5944.476395800345,5949.454304263972,5954.061115790624,5958.325313602893,5962.274463761718,5965.934672125988,5969.330307251358,5972.483893344191,5975.416109495598,5978.145853007458,5980.690339109250,5983.065219070040,5985.284705193782,5987.361695507397,5989.307893812399,5991.133922656045
