gap/L_lower,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3,3.1,3.2,3.3,3.4,3.5
1.4,5880.347665117586,5888.675617318227,5896.931291086251,5904.931364402279,5912.552613132975,5919.732765575706,5926.448738933786,5932.701031754736,5938.504284010059,5943.881198441297,5948.858608488127,5953.464959083672,5957.728730551183,5961.677486160411,5965.337329136312,5968.732625582006,5971.885897441311,5974.817821731363,5977.547293861225,5980.091527338219,5982.466171867394,5984.685438334174,5986.762223479494,5988.708229939387,5990.534079204474
1.5,5879.758950426608,5888.085953655994,5896.340826678001,5904.340084416102,5911.960562779911,5919.139991921767,5925.855290143582,5932.106955256837,5937.909625477705,5943.286001084637,5948.262912714648,5952.868802379166,5957.132147501951,5961.080508561686,5964.739986149331,5968.134943915488,5971.287901541433,5974.219533970263,5976.948734718327,5979.492715570721,5981.867124668539,5984.086171478604,5986.162751455940,5988.108566070977,5989.934235757856
1.6,5879.170235765440,5887.496289905804,5895.750362279395,5903.748804434819,5911.368512430539,5918.547218271011,5925.261841356185,5931.512878761517,5937.314966947850,5942.690803730413,5947.667216943610,5952.272645677104,5956.535564455274,5960.483530965560,5964.142643165051,5967.537262251800,5970.689905644514,5973.621246212336,5976.350175578804,5978.893903806812,5981.268077473508,5983.486904627116,5985.563279436715,5987.508902207250,5989.334392316224
1.7,5878.581521133981,5886.906626068674,5895.159897890574,5903.157524458419,5910.776462084827,5917.954444623339,5924.668392571590,5930.918802268758,5936.720308420468,5942.095606378596,5947.071521174976,5951.676488977519,5955.938981411046,5959.886553372013,5963.545300183457,5966.939580590962,5970.091909750603,5973.022958457574,5975.751616442612,5978.295092046462,5980.669030282250,5982.887637779666,5984.963807421835,5986.909238348128,5988.734548879534
1.8,5877.992806532374,5886.316962145575,5894.569433511411,5902.566244487002,5910.184411742887,5917.361670978886,5924.074943789729,5930.324725778601,5936.125649895554,5941.500409029224,5946.475825408756,5951.080332280365,5955.342398369364,5959.289575781085,5962.947957204581,5966.341898932932,5969.493913859676,5972.424670705961,5975.153057309776,5977.696280289674,5980.069983094809,5982.288370936288,5984.364335411270,5986.309574493658,5988.134705447816
1.9,5877.404091960589,5885.727298137519,5893.978969142016,5901.974964520507,5909.592361404545,5916.768897337585,5923.481495010698,5929.730649291032,5935.530991373113,5940.905211682264,5945.880129644954,5950.484175585642,5954.745815330173,5958.692598192732,5962.350614228398,5965.744217277728,5968.895917971716,5971.826382957493,5974.554498180297,5977.097468536449,5979.470935911173,5981.689104096968,5983.764863405062,5985.709910643823,5987.534862021044
2,5876.815377418608,5885.137634045548,5893.388504782358,5901.383684558917,5909.000311069960,5916.176123699405,5922.888046234407,5929.136572806086,5934.936332853143,5940.310014337724,5945.284433883605,5949.888018893381,5954.149232293522,5958.095620606987,5961.753271254943,5965.146535625388,5968.297922086764,5971.228095212219,5973.955939054201,5976.498656786805,5978.871888731329,5981.089837261720,5983.165391403203,5985.110246798649,5986.935018599283
2.1,5876.226662906500,5884.547969870718,5892.798040432432,5900.792404602314,5908.408260739046,5915.583350064472,5922.294597460951,5928.542496323688,5934.341674335645,5939.714816995625,5944.688738124634,5949.291862203571,5953.552649259340,5957.498643023825,5961.155928284164,5964.548853975877,5967.699926204787,5970.629807470070,5973.357379931425,5975.899845040733,5978.272841555317,5980.490570430519,5982.565919405683,5984.510582958118,5986.335175182480
2.2,5875.637948424250,5883.958305614000,5892.207576092253,5900.201124650596,5907.816210411832,5914.990576432673,5921.701148690238,5927.948419843857,5933.747015820629,5939.119619655912,5944.093042368104,5948.695705516183,5952.956066227675,5956.901665443253,5960.558585316087,5963.951172329182,5967.101930325820,5970.031519731101,5972.758820812003,5975.301033298219,5977.673794383084,5979.891303603410,5981.966447412509,5983.910919122219,5985.735331770620
2.3,5875.049233971829,5883.368641276438,5891.617111761882,5899.609844703858,5907.224160088334,5914.397802804057,5921.107699922326,5927.354343366629,5933.152357308061,5938.524422318658,5943.497346613975,5948.099548831277,5952.359483198514,5956.304687865273,5959.961242350723,5963.353490685329,5966.503934449811,5969.433231995289,5972.160261695954,5974.702221559285,5977.074747214683,5979.292036780334,5981.366975423677,5983.311255290977,5985.135488363746
