wavelength,beta_1_uncoupled,beta_2_uncoupled,beta_ave_uncoupled
1.5,0.0,0.0,6250.724878927514
1.51,0.0,0.0,6205.90220082394
1.52,0.0,0.0,6161.720178115639
1.53,0.0,0.0,6118.167820101602
1.54,0.0,0.0,6075.16659931895
1.55,0.0,0.0,6032.773439360129
1.56,0.0,0.0,5990.972135256154
1.57,0.0,0.0,5949.746091422208
1.58,0.0,0.0,5909.091425302302
1.59,0.0,0.0,5868.996359333844
1.6,0.0,0.0,5829.449435869586
