wavl,"AS(2.50,0.00)","AS(2.60,0.00)","AS(2.70,0.00)","AS(2.80,0.00)","AS(2.90,0.00)","AS(3.00,0.00)","AS(3.10,0.00)","AS(3.20,0.00)","AS(3.30,0.00)","AS(3.40,0.00)","AS(3.50,0.00)"
1.517625250501002,-597.6918559820115,-597.6918559820115,-597.6918559820115,-597.6918559820115,-597.6918559820115,-597.6918559820115,-597.6918559820115,-597.6918559820115,-597.6918559820115,-597.6918559820115,-597.6918559820115
1.5178056112224447,-597.5628694647003,-597.5628694647003,-597.5628694647003,-597.5628694647003,-597.5628694647003,-597.5628694647003,-597.5628694647003,-597.5628694647003,-597.5628694647003,-597.5628694647003,-597.5628694647003
1.5179859719438875,-597.4339359647456,-597.4339359647456,-597.4339359647456,-597.4339359647456,-597.4339359647456,-597.4339359647456,-597.4339359647456,-597.4339359647456,-597.4339359647456,-597.4339359647456,-597.4339359647456
1.5181663326653303,-597.305055372588,-597.305055372588,-597.305055372588,-597.305055372588,-597.305055372588,-597.305055372588,-597.305055372588,-597.305055372588,-597.305055372588,-597.305055372588,-597.305055372588
1.5183466933867735,-597.1762275786732,-597.1762275786732,-597.1762275786732,-597.1762275786732,-597.1762275786732,-597.1762275786732,-597.1762275786732,-597.1762275786732,-597.1762275786732,-597.1762275786732,-597.1762275786732
1.5185270541082163,-597.0474524734418,-597.0474524734418,-597.0474524734418,-597.0474524734418,-597.0474524734418,-597.0474524734418,-597.0474524734418,-597.0474524734418,-597.0474524734418,-597.0474524734418,-597.0474524734418
1.518707414829659,-596.9187299473379,-596.9187299473379,-596.9187299473379,-596.9187299473379,-596.9187299473379,-596.9187299473379,-596.9187299473379,-596.9187299473379,-596.9187299473379,-596.9187299473379,-596.9187299473379
1.518887775551102,-596.7900598908036,-596.7900598908036,-596.7900598908036,-596.7900598908036,-596.7900598908036,-596.7900598908036,-596.7900598908036,-596.7900598908036,-596.7900598908036,-596.7900598908036,-596.7900598908036
1.5190681362725449,-596.6614421942795,-596.6614421942795,-596.6614421942795,-596.6614421942795,-596.6614421942795,-596.6614421942795,-596.6614421942795,-596.6614421942795,-596.6614421942795,-596.6614421942795,-596.6614421942795
1.519248496993988,-596.5328767482115,-596.5328767482115,-596.5328767482115,-596.5328767482115,-596.5328767482115,-596.5328767482115,-596.5328767482115,-596.5328767482115,-596.5328767482115,-596.5328767482115,-596.5328767482115
1.519428857715431,-596.4043634430436,-596.4043634430436,-596.4043634430436,-596.4043634430436,-596.4043634430436,-596.4043634430436,-596.4043634430436,-596.4043634430436,-596.4043634430436,-596.4043634430436,-596.4043634430436
1.5196092184368737,-596.2759021692127,-596.2759021692127,-596.2759021692127,-596.2759021692127,-596.2759021692127,-596.2759021692127,-596.2759021692127,-596.2759021692127,-596.2759021692127,-596.2759021692127,-596.2759021692127
1.5197895791583165,-596.1474928171665,-596.1474928171665,-596.1474928171665,-596.1474928171665,-596.1474928171665,-596.1474928171665,-596.1474928171665,-596.1474928171665,-596.1474928171665,-596.1474928171665,-596.1474928171665
1.5199699398797597,-596.0191352773436,-596.0191352773436,-596.0191352773436,-596.0191352773436,-596.0191352773436,-596.0191352773436,-596.0191352773436,-596.0191352773436,-596.0191352773436,-596.0191352773436,-596.0191352773436
1.5201503006012025,-595.8908294401899,-595.8908294401899,-595.8908294401899,-595.8908294401899,-595.8908294401899,-595.8908294401899,-595.8908294401899,-595.8908294401899,-595.8908294401899,-595.8908294401899,-595.8908294401899
1.5203306613226453,-595.7625751961496,-595.7625751961496,-595.7625751961496,-595.7625751961496,-595.7625751961496,-595.7625751961496,-595.7625751961496,-595.7625751961496,-595.7625751961496,-595.7625751961496,-595.7625751961496
1.520511022044088,-595.6343724356611,-595.6343724356611,-595.6343724356611,-595.6343724356611,-595.6343724356611,-595.6343724356611,-595.6343724356611,-595.6343724356611,-595.6343724356611,-595.6343724356611,-595.6343724356611
1.520691382765531,-595.5062210491687,-595.5062210491687,-595.5062210491687,-595.5062210491687,-595.5062210491687,-595.5062210491687,-595.5062210491687,-595.5062210491687,-595.5062210491687,-595.5062210491687,-595.5062210491687
1.5208717434869738,-595.3781209271165,-595.3781209271165,-595.3781209271165,-595.3781209271165,-595.3781209271165,-595.3781209271165,-595.3781209271165,-595.3781209271165,-595.3781209271165,-595.3781209271165,-595.3781209271165
1.5210521042084166,-595.2500719599448,-595.2500719599448,-595.2500719599448,-595.2500719599448,-595.2500719599448,-595.2500719599448,-595.2500719599448,-595.2500719599448,-595.2500719599448,-595.2500719599448,-595.2500719599448
1.5212324649298596,-595.1220740380977,-595.1220740380977,-595.1220740380977,-595.1220740380977,-595.1220740380977,-595.1220740380977,-595.1220740380977,-595.1220740380977,-595.1220740380977,-595.1220740380977,-595.1220740380977
1.5214128256513024,-594.9941270520158,-594.9941270520158,-594.9941270520158,-594.9941270520158,-594.9941270520158,-594.9941270520158,-594.9941270520158,-594.9941270520158,-594.9941270520158,-594.9941270520158,-594.9941270520158
1.5215931863727454,-594.8662308921466,-594.8662308921466,-594.8662308921466,-594.8662308921466,-594.8662308921466,-594.8662308921466,-594.8662308921466,-594.8662308921466,-594.8662308921466,-594.8662308921466,-594.8662308921466
1.5217735470941882,-594.7383854489308,-594.7383854489308,-594.7383854489308,-594.7383854489308,-594.7383854489308,-594.7383854489308,-594.7383854489308,-594.7383854489308,-594.7383854489308,-594.7383854489308,-594.7383854489308
