wavl,"AS(2.50,0.00)","AS(2.60,0.00)","AS(2.70,0.00)","AS(2.80,0.00)","AS(2.90,0.00)","AS(3.00,0.00)","AS(3.10,0.00)","AS(3.20,0.00)","AS(3.30,0.00)","AS(3.40,0.00)","AS(3.50,0.00)"
1.5529759519038075,49.21614187724879,143.3296323322436,233.5103424536908,349.9891416065658,478.07653074459154,596.0021408329319,740.8972584485277,890.2993559485287,1018.7037407909058,1164.9253494425895,1303.1770004150617
1.5531563126252503,44.78229500945645,137.42878606597515,225.89470413368235,339.62737028371146,463.8762582237498,577.3737796006237,715.4423222850103,855.9026795851048,974.7681281025656,1107.5833411757062,1230.0653453281527
1.5533366733466931,40.34509274425386,131.52353943510195,218.2734487914965,329.25804032084375,449.6657215328632,558.7320403425913,689.9692165650665,821.4815673073915,930.8014021423164,1050.20084331839,1156.9021796788788
1.553517034068136,35.90453438845441,125.61389149646708,210.6465752007981,318.8811500376189,435.444918360059,540.0769200192149,664.477937129978,787.0360134968926,886.8035557331882,992.7778465108948,1083.687491541953
1.5536973947895791,31.46061925271158,119.6998413169922,203.0140821407175,308.4966977638554,421.21384640037456,521.4084155997309,638.9684798313767,752.5660125457694,842.7745817135883,935.3143414089536,1010.4212690077311
1.553877755511022,27.013346669763905,113.78138798889802,195.375968420444,298.1046818525931,406.9725033782846,502.7265240827862,613.4408405556514,718.0715588816613,798.7144729608049,877.8103187104944,937.1035002142314
1.554058116232465,22.56271597640909,107.858530601677,187.7322328466541,287.7051006565324,392.7208870168739,484.0312424682538,587.895015186544,683.5526469331353,754.6232223499492,820.265769111922,863.734173297365
1.5542384769539077,18.10872650913018,101.93126824706758,180.0828742252155,277.29795253408724,378.45899504395527,465.3225677596765,562.3309996130065,649.0092711325597,710.5008227617614,762.6806833165629,790.3132763999888
1.5544188376753507,13.651377575302943,95.99959999021335,172.42789133797532,266.88323581007955,364.18682515200976,446.6004969215514,536.7487896842431,614.4414258671898,666.3472670284218,705.055051973527,716.8407976066742
1.5545991983967935,9.190668491188717,90.06352490117263,164.76728297062527,256.46094881389774,349.90437504069666,427.86502692723616,511.1483812557804,579.84910553481,622.162547993147,647.3888657430011,643.3167250139675
1.5547795591182365,4.700773065589488,84.08913524585057,157.06087785693694,245.987821783262,335.5761568888114,409.1033864817249,485.57342015966833,545.3781756726478,578.2270053600173,590.1834000472365,570.537046067635
1.5549599198396793,-0.0493048374589761,77.77315178815468,148.94937510345892,235.07684301470715,320.8847692661734,390.2013669924087,460.4143274753287,512.3333691350942,537.0481832952346,537.9223673458016,505.62153387064996
1.555140280561122,-5.336963728016031,70.75137273347207,140.0012976786652,223.2632582097749,305.4490515977353,371.0218182599674,436.1399529506825,482.2815147644244,501.6373431008251,495.9901705197635,457.1201845403202
1.555320641282565,-11.03007503303104,63.19727216247827,130.42216357081418,210.7684352081443,289.4505536937587,351.6300627689262,412.5269694384976,454.4762973192983,470.5601597264924,461.8221139849911,420.96047332028957
1.555501002004008,-16.826477207742187,55.50756366200949,120.68196693344372,198.0986152749789,273.3044590366327,332.1754883399118,389.0646624765212,427.21099927467446,440.5365297626751,429.55308849420805,387.8290873885438
1.5556813627254509,-22.6277634143944,47.81144738071805,110.93377355949224,185.41866877631665,257.1459821048689,312.7067453093167,365.5867012097211,399.9297775380886,410.49819272771504,397.2729539162467,354.69288264383044
1.5558617234468937,-28.433332065862487,40.1097131259213,101.17851903649284,172.7296030922863,240.9759481528065,293.2241284202688,342.09206354697017,372.629224680576,380.4386035587685,364.9700105594978,321.53328385338057
1.556042084168337,-34.243184105575324,32.402359639574684,91.4162017642243,160.03141613846446,224.7943545240876,273.72763447283444,318.5807456303629,345.3093362203677,350.3577573214511,332.6442531212353,288.3502855710898
1.5562224448897797,-40.05732039666009,24.689385747206305,81.6468202349838,147.32410593313307,208.6011986694089,254.2172603820752,295.05274372725955,317.9701078116593,320.255649227026,300.29567645536235,255.14388252019683
1.5564028056112225,-45.87574180256934,16.970790277702122,71.87037294267691,134.607670493088,192.396478045848,234.6930030662524,271.5080541084135,290.61153511256805,290.13227449112355,267.92427542079304,221.91406942711012
1.5565831663326652,-51.69844919531249,9.24657204848097,62.08685837049768,121.88210782259377,176.1801900920317,215.1548594299592,247.94667302889584,263.2336137640053,259.9876283095102,235.5300448533744,188.6608409945684
1.5567635270541085,-57.52544351830784,1.516729799097334,52.29627492164377,109.1474158416687,159.9523321493856,195.60282627200047,224.36859663011973,235.8363392828644,229.8217057475556,203.11297945056708,155.38419177864466
1.556943887775551,-63.35672563299465,-6.218737637924278,42.49862108992136,96.40359256938144,143.7129016792876,176.0369005157628,200.77382118620835,208.41970733032304,199.6345020249595,170.67307407560725,122.08411650970515
1.5571242484969938,-69.19229637879619,-13.959831410487254,32.69389539425015,83.65063604889644,127.46189616504148,156.45707911059606,177.16234300275607,180.98371360306464,169.42601239612338,138.21032362694802,88.76060995759292
1.5573046092184368,-75.03215673683212,-21.70655281974564,22.88209619522081,70.88854415392166,111.19931289582246,136.86335879894057,153.53415816186748,153.52835355474997,139.19623185934233,105.72472273080176,55.41366660319159
1.5574849699398796,-80.87630752730689,-29.458902989229387,13.063222036730508,58.11731495539664,94.92514938796069,117.25573656603422,129.88926300263188,126.05362291522135,108.94515570765986,73.21626632738162,22.043281258568527
1.5576653306613226,-86.72474961794978,-37.21688309621584,3.237271405179285,45.33694646296863,78.63940308972599,97.63420932297016,106.22765378723204,98.5595173341154,78.67277914437807,40.68494926237258,-11.350551363398381
1.5578456913827654,-92.57748399140912,-44.98049444323567,-6.595757343924447,32.54743654710353,62.34207128769685,77.9987738092542,82.54932659641088,71.04603226461984,48.37909716818115,8.130766163045791,-44.76783678018296
