Frequency(Hz) , Dispersion (us/nm/km)
187370286250000.0	-0.0005941047442325087
188041864336917.6	-0.0005961927957415484
188713442423835.1	-0.0005965332066775498
189385020510752.7	-0.0005936775124401835
190056598597670.2	-0.0005841680575510624
190728176684587.8	-0.0005597034627621969
191399754771505.3	-0.0004965851444197547
192071332858422.9	-0.0003196285143703490
192742910945340.5	0.0002153120675957324
193414489032258.0	0.001051065412982770
194130838991636.8	0.0004868460790175425
194847188951015.5	-0.0001982826211768661
195563538910394.2	-0.0004366831531933442
196279888869773.0	-0.0005170158819798981
196996238829151.7	-0.0005552898384479587
197712588788530.4	-0.0005765535321489041
198428938747909.2	-0.0005905270920457714
199145288707287.9	-0.0006010651466602224
199861638666666.7	-0.0006037509073632171
